ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
LAVO-ME,0180,Technology,,"LAVO.TV AS provides video streaming service through its application. the company was founded in 2013 and is based in Oslo, Norway.",Oslo,,Norway,[],http://lavo.tv,1,Akersgata 73,Software—Application,,0.093,0.0948,0.057125546,,0,,0.095,,1147679,,0.093,0.09547647,,0.0948,,1147679,,,,,,1.569888,,,0.088,4,NOK,,730323,,,,14272772,,,5604177,-149.77461,0.088,0.094,,,730323,0.175,,,,0.02,0.0904,False,,,0.095,OSL,LAVO.TV AS,Lavo.tv AS,Europe/Oslo,CEST,False,7200000,EQUITY,LAVO-ME.OL,finmb_427367965,no_market,,-57.449,,0,-0.26,0.25675678,,,,151838000,,,-0.498,,,,1546214400,,-21206840,-0.758,,,,,1609372800,1561852800,,,36917018,5474642,,,,,,,,,,,,,,https://logo.clearbit.com/lavo.tv,,,,,0611e642-c325-39f0-a54c-5f9a602722ee,,
KOMP,1366,Financial Services,140,"Komplett Bank ASA provides unsecured financing to private individuals in the Norwegian, Sweden, Finland, and German markets. It offers deposit products, consumer loans, credit cards, and point of sale finance products. The company was formerly known as AlfaB Prosjekt ASA and changed its name to Komplett Bank ASA in 2014. Komplett Bank ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 21 00 74 50,Norway,[],http://www.komplettbank.no,1,Vollsveien 2A,Banks—Regional,,6.64,6.65,6.440146,,0,,6.85,,228354,,6.64,6.6214705,,6.65,,228354,,,,,,1.567441,,,6.65,2,NOK,7.483296,214927,,,,1252392960,,,699797,1.8720373,6.65,6.76,,0,214927,13.1,2.5551329,,,2.705,6.72,False,,0,6.85,OSL,KOMPLETT BANK ASA,Komplett Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOMP.OL,finmb_250853534,no_market,,0.929,,0.2577,,-0.30105263,,2.63,,186368000,,,10.294,,,,1577750400,0.33189,169513552,0.898,,,0.6528075,0.24844,1640908800,1585612800,,,89427084,621356800,,,,,,-0.399,,,,,,,,https://logo.clearbit.com/komplettbank.no,,,,,d7d37551-df93-3624-a4cc-c25b4540f9f9,,
KOA,3601,Consumer Cyclical,11000,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through three segments: Interior, Powertrain & Chassis Products, and Specialty Products. The Interior segment offers comfort and safety related products, such as massage systems, seat support systems, seat climate systems, and light duty cables and actuators for vehicle interiors, as well as panel heaters for electric cars. The Powertrain & Chassis Products segment provides powertrain systems and chassis related products, including gear shifters for automatic and manual transmissions, shift cables and towers, and chassis stabilizers, as well as gear and clutch control systems, such as actuators for heavy and light duty commercial vehicles. The Specialty Products segment offers driver control and fluid handling systems, such as air couplings; fuel transfer systems comprising specialized hoses, tubes, and assemblies; and off-road products consisting of steering columns, displays, and pedals and hand controls, as well as other products and software. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway.",Kongsberg,47 32 77 05 00,Norway,[],http://www.kongsbergautomotive.com,1,Dyrmyrgata 48,Auto Parts,,0.1556,0.1564,1.976316,,0,,0.1604,,164523220,,0.1556,0.21578236,,0.1564,,164523220,,,,,1180915200,1.173255,,,0.1552,4,NOK,14.49091,105779942,,,,1665395200,,,116566308,,0.1552,0.1596,,1027300,105779942,6.47,0.12752,,,0.119,0.1594,False,,760600,0.1604,OSL,KONGSBERG AUTOMOT,Kongsberg Automotive ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOA.OL,finmb_121944,no_market,,,,0.00242,,-0.9741528,,1.25,,10447899648,,,0.702,,,,1577750400,0.54443,,0.011,,,0.22706552,0.01613,1640908800,1585612800,,,307900633,62758668,,,,,,,,,,,,,,https://logo.clearbit.com/kongsbergautomotive.com,,,,,728e209e-804e-3a71-a18d-b7775ab62c72,,
MSEIS,1366,Energy,389,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,Oil & Gas Equipment & Services,,1.6,1.6,2.0072262,,0,,1.65,,1324975,,1.6,1.6382647,,1.6,,1324975,,,,,,1.979651,,,1.58,4,NOK,,918372,,,,426827232,,,2017493,1.0849563,1.58,1.6,,200000,918372,13.5,3.809524,,,0.75,1.59,False,,13800,1.65,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.057,,-0.38740003,15.166,-0.840796,,0.42,,266767008,,,0.746,,,,1577750400,0.24371,-152404992,-0.809,,,2.1447723,0.2464,1640908800,1585612800,,,205525399,415780960,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,,
LSG,5006,Consumer Defensive,4371,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,,54.52,54.8,55.813477,0.027512839,0.78129995,,54.8,,628807,,54.52,55.022858,1.5,54.8,,628807,,,,1.5,1590624000,0.029069,,,54.18,2,NOK,21.205008,336099,,,,32274798592,,,935630,1.5379313,54.18,54.22,,32900,336099,64.1,8.827362,,2.97,46.32,54.18,False,0.0275,28100,54.8,OSL,LEROY SEAFOOD GROU,Leroy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.79,,0.07277,13.705,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.8845619,0.52698004,1640908800,1585612800,,,281505286,37568385024,,1495584000,10:1,,,-0.724,,,,,,,,https://logo.clearbit.com/leroyseafood.com,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,,
MGN,0277,Energy,2,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,,10,10.05,8.47584,,4.5376997,,10.1,,122379,,10,9.451177,,10.05,,122379,,,,0.33,1595203200,0.597674,,,9.74,2,NOK,36.727272,50678,,,,530356064,,,247415,14.218661,9.74,10.1,,0,50678,12.4,,,,5.5,9.92,False,0.033,0,10.1,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,12.431,,0.3941,,0.5503876,,,,52510500,,,1.821,,,,1577750400,0.31302,14700000,0.275,,,5.5464034,0.44072,1640908800,1585612800,,,20231732,463691392,,1322697600,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,,
KVAER,1360,Energy,2802,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,Snaroyveien 20,Oil & Gas Equipment & Services,Fornebu,9.6,9.62,7.6470075,0.052083332,0,,9.73,,802930,,9.6,8.157059,0.5,9.62,,802930,,,,,1585094400,1.37093,,,9.29,2,NOK,36.398468,2920091,,,,2550085120,,,1435426,0.2951829,9.29,9.49,,280000,2920091,13.48,13.768116,,,5.5,9.49,False,,721400,9.73,OSL,KVAERNER ASA,Kvarner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.11,,0.0081,4.74,-0.17098445,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.7607912,0.4352,1640908800,1593475200,,,113808843,947925568,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,47 21 08 99 99,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,,
MEDI,0579,Healthcare,112,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1,Okernveien 94,Medical Devices,,230,225,191.55475,0.011956521,0.5435,,230,,4327,,230,219.35294,2.75,225,,4327,,,,,1556150400,0.134883,,,224,2,NOK,54.347828,8899,,,,4092480000,,,12997,11.022506,224,226,,34000,8899,240,85.22727,,,124,224,False,,3000,230,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,11.112,,0.20319,38.19,0.78294575,,2.64,,18188800,,,14.897,,,,1577750400,0.58257,75442000,4.14,,,15.103712,0.2159,1640908800,1585612800,,,12646305,4125702400,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,,
KOG,,,,,,,,,,1,,,,138.8,138.4,141.24161,0.018011527,0.4638,,140,,55559,,138.8,138.84117,2.5,138.4,,55559,,,,2.5,1589500800,0.630813,,,137.2,2,NOK,10.561815,32516,,,,24802623488,,,107457,0.9095872,137.2,137.8,,36800,32516,174.3,19.629631,,2.62,101.5,137.8,False,0.018,72900,140,OSL,KONGSBERG GRUPPEN,Kongsberg Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOG.OL,finmb_875854,no_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'elapsedTime': 108, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found', 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/KOG.OL?formatted=true&crumb=UKX7uOQFAQk&lang=en-US&region=US&modules=summaryProfile%2CfinancialData%2CrecommendationTrend%2CupgradeDowngradeHistory%2Cearnings%2CdefaultKeyStatistics%2CcalendarEvents%2CesgScores%2Cdetails&ssl=true', 'headers': {'referrer-policy': 'no-referrer-when-downgrade', 'x-xss-protection': '1; mode=block', 'server': 'ATS', 'content-encoding': 'gzip', 'x-frame-options': 'SAMEORIGIN', 'via': 'http/1.1 media-router-omega60.prod.media.ne1.yahoo.com (ApacheTrafficServer [cMsSfW]), http/1.1 media-router-api7013.prod.media.ir2.yahoo.com (ApacheTrafficServer [cMsSf ])', 'content-type': 'application/json;charset=utf-8', 'date': 'Wed, 05 Aug 2020 12:22:03 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'x-content-type-options': 'nosniff', 'expires': '-1', 'content-length': '125', 'x-yahoo-request-id': 'dqqg42lfil93a', 'connection': 'keep-alive', 'age': '0'}, 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""Quote not found for ticker symbol: KOG.OL""}}}', 'responseXML': None}",
MRCEL-ME,0663,Technology,187,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Grensesvingen 6,Software—Application,,7.65,7.75,,,0,,7.8,,,,7.65,,,7.75,,,,,,,,,,,7.68,2,NOK,,49762,,,,2231398400,,,,13.4536495,7.68,7.74,,,49762,7.8,,,,7.68,7.7,False,,,7.8,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.285,,-0.3549,250.176,,,,,289792000,,,0.466,,,,1577750400,,-58862548,-0.264,,,16.523605,,1640908800,,,,93737027,1705809664,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,345d8233-c554-328e-9966-89a297fb5c37,,
MELG,7224,Financial Services,,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,Banks—Regional,,139,139,131.9927,0.07194245,0.77760005,,139,,160,,139,133.35294,10,139,,160,,,,10,1583452800,0.143023,,,139,2,NOK,10.8874445,120,,,,385894592,,,650,1.7743179,139,139,,,120,150,,,7.18,120,137,False,0.0719,,139,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,8.48,,0.42876998,,0.120967746,,,,2776220,,,373.448,,,,1577750400,0.05159,37995000,12.767,,,0.3722071,0.40271,1640908800,1585612800,,,1704519,1844291328,,,,,,-0.246,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,,
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,,19.3,21.5,19.29239,,0,,23,,9910,,19.3,20.054413,,21.5,,9910,,,,,1271116800,0.379651,,,21.1,2,NOK,9.220453,183446,,,,333671808,,,17167,1.6770383,21.1,22.1,,491200,183446,25.5,,,,12.3415,21.7,False,,96200,23,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.042,,0.109,-33.013,0.008011818,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.2953863,0.61384,1640908800,1585612800,,,3819255,207346096,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,,
NEXT,0164,Technology,65,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,,2.335,2.44,2.597848,,0,,2.44,,489097,,2.335,2.2043235,,2.44,,489097,,,,,,2.934302,,,2.3,4,NOK,,204442,,,,175431776,,,772223,2.2659163,2.3,2.32,,110000,204442,6.35,-0.3786885,,,1.07,2.31,False,,12400,2.44,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.635,,-2.03711,-0.333,-0.4550758,,-6.1,,75944496,,,2.402,,,,1577750400,0.03532,-157716992,-3.529,,,0.9616986,0.38145,1640908800,1585612800,,,32628954,49146892,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,1140d622-f964-3ad8-bc48-278a028581e8,,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,3.75,3.6,2.769635,1.0666667,8.6957,,3.75,,134833,,3.75,3.7205882,4,3.6,,134833,,,,4,1568937600,0.473837,,,3.5,4,NOK,1.8098456,130292,,,,396048736,,,276900,1.4854761,3.5,3.75,,,130292,7,,,,1.505,3.7,False,1.0667,,3.75,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.567,,0.73452,4.288,-0.4386227,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.8212725,0.62224,1640908800,1577750400,,,42370002,151152416,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,,,,,185b0aea-df47-3f88-9093-af548aa196ba,,
NATTO,0283,Healthcare,18,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,17.8,18,11.536131,,0,,18,,43235,,17.8,17.42941,,18,,43235,,,,,,0.954651,,,17.4,2,NOK,16.117216,80105,,,,343777280,,,106910,1.9757315,17.4,17.6,,180100,80105,22,-251.42857,,,5.35,17.4,False,,39300,18,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.032,,0.11958,18.459,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.6458209,0.64835,1640908800,1593475200,,,5897926,353542656,,1320278400,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,,
MPCC,0250,Industrials,20,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,,2.83,2.66,10.387518,,0,,2.71,,461355,,2.83,4.592647,,2.66,,461355,,,,,,0.972707,,,2.32,4,NOK,,1741301,,,,858012032,,,437273,4.660019,2.32,2.4,,0,1741301,24.5,7.0588236,,,1.765,2.39,False,,0,2.71,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.774,,-0.23218,20.499,-0.8774892,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.54212785,0.20036,1640908800,1585612800,,,87504914,510752896,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,,
NAPA,2860,Technology,81,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,Soeborg,7.69,7.7,4.4074817,,0,,7.89,,263400,,7.69,5.7569118,,7.7,,263400,,,,,,0.279651,,,7.69,2,NOK,,72294,,,,639541952,,,170220,,7.69,7.75,,99400,72294,8.1,,,,1.1,7.7,False,,30200,7.89,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,4.5523467,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,19.395464,0.27607,1640908800,1585612800,,,39394965,638711552,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,,
NORBIT,7041,Technology,260,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,Scientific & Technical Instruments,,15.5,15.55,15.907708,0.019354839,0,,15.9,,19858,,15.5,14.627941,0.3,15.55,,19858,,,,0.6,1588636800,,,,15.55,2,NOK,18.632076,2042,,,,897233024,,,50575,1.3552325,15.55,15.9,,,2042,24.7,,,,12.6,15.8,False,0.0375,,15.9,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.423,,0.07274,8.787,-0.3186813,,,,56786900,,,7.886,,,,1577750400,0.14749,48155000,0.848,,,2.0035505,0.54075,1640908800,1585612800,,,25260525,942145664,,,,,,-0.857,,,,,,,,https://logo.clearbit.com/norbit.com,,,,,4640b786-3211-395e-b406-24cdb3c10b51,,
