ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
NHY,Norsk Hydro,Materials,27.21,27.2,27.22,1325,,55756.68,0.0022,0.051,0.003,-0.1673,-0.0286,0240,Basic Materials,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1.0,Drammensveien 260,47 22 53 27 25,Aluminum,27.12,27.27,25.663985999999998,0.046091445,0.0,,27.5,,4735403.0,,27.12,27.014118,1.25,27.27,,4735403.0,,,,,1589241600.0,0.9378620000000001,,,27.06,2.0,NOK,,1026632.0,,,,55773777920.0,,,6753832.0,0.39241934,27.06,27.22,,410000.0,1026632.0,36.41,7.317203999999999,,,19.135,27.21,False,,1100.0,27.5,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,NHY.OL,finmb_292387,no_market,,0.502,,-0.03373,7.087000000000001,,,3.72,,2048999936.0,,,36.912,,,,1577750400.0,0.29948,-4793999872.0,-2.3409999999999997,,,0.73742956,0.34263000000000005,1640908800.0,1593475200.0,,,1339123950.0,71305879552.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,35000.0,Vakero,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,,
NSKOG,Norske Skog,Materials,28.65,28.55,28.7,107,,2363.63,-0.0017,0.0269,-0.0653,-0.2785,,0213,,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1.0,PB 294 SkOeyen,,,28.7,29.0,33.38813,0.21777003,0.6286,,29.0,,66727.0,,28.7,30.494286,6.25,29.0,,66727.0,,,,3.25,1587081600.0,,,,28.15,2.0,NOK,5.5480247,37618.0,,,,2363624960.0,,,148924.0,0.22204086,28.15,28.7,,,37618.0,45.05,,,,25.5,28.55,False,0.113199994,,29.0,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.253,,0.040110003,2.425,inf,,,,82500000.0,,,60.812,,,,1577750400.0,0.20117001,427000000.0,5.164,,,0.4711241,0.66667,1640908800.0,1593475200.0,,,27535200.0,2696750080.0,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,2300.0,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,,
NORTH,North Energy,Energy,1.5,1.48,1.51,12,,175.88,-0.0132,0.0601,0.0791,-0.026,0.07139999999999999,0252,Financial Services,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1.0,Tjuvholmen alle 3,,Asset Management,1.52,1.46,1.3192028999999998,0.19736843,,,1.46,,306785.0,,1.52,1.405,0.3,1.46,,306785.0,,,,0.3,1559088000.0,1.023228,,,1.455,4.0,NOK,,23555.0,,,,175878000.0,,,123956.0,199.18233,1.455,1.505,,3094400.0,23555.0,1.65,-1.6129031999999999,,,0.9,1.49,False,0.22899999999999998,1019800.0,1.46,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NORTH.OL,finmb_53162324,no_market,,-44.818999999999996,,0.0,2.0269999999999997,,,-0.93,,117252000.0,,,2.252,,,,1577750400.0,0.0,-66068000.0,-0.593,,,0.6660746,0.54482,1640908800.0,1585612800.0,,,46214715.0,-39575580.0,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,3.0,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,,
NODL,Northern Drilling,Energy,6.36,6.36,6.5,18,,102.61,-0.0215,-0.0124,0.07980000000000001,-0.6920000000000001,-0.8037000000000001,HM 08,Energy,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1.0,Par La Ville Place,,Oil & Gas Drilling,6.5,6.5,6.9492392999999995,,0.0,,6.5,,25763.0,,6.5,6.385587999999999,,6.5,,25763.0,,,,,,2.667612,,,6.24,2.0,NOK,,27997.0,,,,102605880.0,,,97708.0,4.435668499999999,6.24,6.5,,0.0,27997.0,33.5,-23.555555,,,2.1,6.37,False,,0.0,6.5,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,NODL.OL,finmb_423276374,no_market,,3.596,,-0.77883005,,-0.79813665,,-0.27,,16133000.0,,,15.705,,,,1577750400.0,0.7500399999999999,-18016000.0,-0.182,,,0.40496659999999995,0.39400002,1640908800.0,1585612800.0,,,8754259.0,83184608.0,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,2.0,14th Par La Ville Road,,,,93da0603-ff72-38a9-8236-0d8bf6368755,,
NOL,Northern Ocean Ltd.,Energy,7.31,7.14,7.31,44,,466.4,-0.008100000000000001,0.1351,0.4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRS,Norway Royal Salmon,Consumer staples,222.2,222.0,222.8,113,,9536.56,-0.008,-0.0194,-0.0124,-0.052000000000000005,0.1407,7414,Consumer Defensive,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1.0,Ferjemannsveien 10,47 73 92 43 01,Farm Products,224.0,223.0,223.64061,0.011044643,0.6852,,223.0,,15476.0,,224.0,226.6647,2.474,223.0,,15476.0,,,,2.47,1591315200.0,0.002903,,,219.8,2.0,NOK,8.195633,5087.0,,,,9536557056.0,,,31023.0,1.7758904999999998,219.8,222.8,,131900.0,5087.0,254.0,12.010811,,2.14,170.5,221.8,False,0.011000000000000001,42600.0,223.0,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,NRS.OL,finmb_22969855,no_market,,1.9069999999999998,,0.22389999,25.58,0.13705587,,18.5,,42918800.0,,,76.735,,,,1577750400.0,0.14015999999999998,265951008.0,27.112,,,2.89568,0.66208,1640908800.0,1585612800.0,,,13882894.0,10243005440.0,,1591315200.0,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,175.0,PO Box 2608 Sentrum,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,,
NAS,Norwegian Air Shuttle,Industrials,1.39,1.39,1.39,11385,,5040.51,-0.1218,-0.34979999999999994,-0.4754,-0.9633,-0.9636,1330,Industrials,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1.0,Oksenoyveien 3,,Airlines,1.577,1.5,11.256789999999999,,0.0,,1.51,,33100783.0,,1.577,2.6051471,,1.5,,33100783.0,,,,,,1.308943,,,1.2845,4.0,NOK,,66562275.0,,,,5034315776.0,,,46073831.0,0.11567316,1.2845,1.39,,,66562275.0,48.17,,,,1.2845,1.386,False,,,1.51,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAS.OL,finmb_9002664,no_market,,1.442,,-0.03712,16.935,-0.9567945,,,,3621809920.0,,,25.074,,,,1577750400.0,0.28065999999999997,-1615399936.0,-12.63,,,0.05543591,0.10098,1640908800.0,1577750400.0,,,1738635491.0,62777298944.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,9389.0,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,,
NOR,Norwegian Energy Company,Energy,151.0,151.0,152.0,27,LP,3640.74,0.0033,0.0272,-0.0382,-0.3304,-0.4407,0158,Energy,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1.0,Nedre Vollgate 1,,Oil & Gas E&P,150.5,151.0,161.24565,,0.0,,153.5,,8303.0,,150.5,154.75,,151.0,,8303.0,,,,,,0.279907,,,151.0,2.0,NOK,15.442831,1903.0,,,,3640745984.0,,,18625.0,7.5691185,151.0,152.0,,50000.0,1903.0,270.5,8.809802000000001,,,105.0,151.5,False,,200100.0,153.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOR.OL,finmb_24349084,no_market,,9.074,,0.43243000000000004,20.116,-0.36631578,,17.14,,24110900.0,,,28.22,,,,1577750400.0,0.13282,208000000.0,9.777999999999999,,,5.3508153,0.026600001,1640908800.0,1585612800.0,,,5919351.0,4364566016.0,,1431648000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,29.0,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,,
NOFI,Norwegian Finans Holding,Financials,73.8,73.75,73.95,550,,13778.07,0.02,0.08529999999999999,0.0925,-0.2256,0.2435,1364,Financial Services,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1.0,Snaroyveien 36,,Banks—Regional,72.35,72.2,65.92732,0.04395301,0.0,,74.5,,179590.0,,72.35,69.35,3.18,72.2,,179590.0,,,,,1588204800.0,1.5377459999999998,,,72.0,2.0,NOK,7.3947899999999995,146707.0,,,,13778092032.0,,,391400.0,3.6083540000000003,72.0,73.8,,795000.0,146707.0,102.8,6.897197,,,32.24,73.7,False,,50000.0,74.5,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOFI.OL,finmb_47733558,no_market,,5.267,,0.48794997,,0.21596634,,10.7,,186695008.0,,,52.653999999999996,,,,1577750400.0,0.33036998,1863182976.0,9.98,,,1.4016030000000002,0.32112998,1640908800.0,1585612800.0,,,105340787.0,20111077376.0,,,,,,-0.243,,,,,,,,https://logo.clearbit.com/banknorwegian.no,85.0,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,,
NPRO,Norwegian Property,Real estate,11.25,11.25,11.35,27,,5553.29,0.0045000000000000005,0.0045000000000000005,-0.0664,-0.1867,-0.0366,0250,Real Estate,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1.0,Stoperigata 2,,Real Estate Services,11.2,11.4,12.024855,0.0125,0.3443,,11.4,,18454.0,,11.2,11.889706,0.14,11.4,,18454.0,,,,0.28,1581379200.0,0.545876,,,11.2,2.0,NOK,17.36111,40758.0,,,,5553292288.0,,,30558.0,2.8833293999999996,11.2,11.35,,361700.0,40758.0,15.15,23.93617,,,9.24,11.2,False,0.025,27100.0,11.4,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.814,,0.16937,21.694000000000003,-0.04273504,,0.47,,493625984.0,,,16.064,,,,1577750400.0,0.20047002,326200000.0,0.648,,,0.70032376,0.80237997,1640908800.0,1593475200.0,,,84182909.0,13124606976.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,51.0,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,,
NRC,NRC Group,Industrials,33.6,33.6,33.8,48,,2450.37,0.0166,0.0228,0.0616,-0.4068,-0.4789,1366,Industrials,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1.0,Lysaker Torg 25,,Railroads,33.05,33.0,31.688406,,0.0,,33.95,,32091.0,,33.05,32.44412,,33.0,,32091.0,,,,,1524182400.0,0.394308,,,32.4,2.0,NOK,,18254.0,,,,2450370560.0,,,67814.0,0.38790098,32.4,33.8,,,18254.0,65.5,,,,18.8,33.6,False,,,33.95,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NRC.OL,finmb_876360,no_market,,0.555,,-0.00602,33.103,-0.4753968,,,,72927696.0,,,38.059,,,,1577750400.0,0.34921002,-113000000.0,-0.682,,,0.8828398000000001,0.20920999999999998,1640908800.0,1585612800.0,,,45703372.0,3508931584.0,,1384992000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,1986.0,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,,
NTS,NTS,Industrials,69.0,68.0,69.5,5,,8229.79,-0.0143,0.0147,0.0,0.1672,0.1869,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1.0,Sentrumsgata 6,,Farm Products,70.0,68.0,66.37319000000001,0.014285714,0.4688,,69.0,,1184.0,,70.0,70.117645,1.0,68.0,,1184.0,,,,1.0,1589414400.0,0.5906899999999999,,,68.0,2.0,NOK,21.596245,113.0,,,,8229768192.0,,,4247.0,5.137318,68.0,69.5,,8300.0,113.0,80.0,10.900474,,1.26,46.0,68.0,False,0.0143,26300.0,69.0,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NTS.OL,finmb_49125655,no_market,,4.9639999999999995,,0.1451,16.399,0.14754093,,6.33,,119272000.0,,,37.542,,,,1577750400.0,0.029240001,232440992.0,3.195,,,1.8379415000000001,0.93716,1640908800.0,1585612800.0,,,33225408.0,7952291328.0,,1407888000.0,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,,
OBSERV,Observe Medical,Health care,14.2,13.9,14.2,24,,275.96,0.0035,-0.0438,-0.12619999999999998,0.3173,,0255,Healthcare,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1.0,Henrik Ibsensgate 90,,Medical Devices,14.15,14.15,12.59432,,0.0,,14.2,,46556.0,,14.15,14.630882000000001,,14.15,,46556.0,,,,,,,,,13.9,2.0,NOK,,19353.0,,,,275957120.0,,,24610.0,1519.7802,13.9,14.2,,,19353.0,20.5,,,,5.902,13.9,False,,,14.2,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1355.8329999999999,,0.0,-16.857,inf,,,,19433600.0,,,0.9540000000000001,,,,1577750400.0,0.11623,-13250616.0,-0.8640000000000001,,,14.884696,0.77686,1640908800.0,1585612800.0,,,5984410.0,246188160.0,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,7.0,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,,
OCY,Ocean Yield,Energy,22.7,22.6,22.7,238,,3975.97,0.0022,0.0134,0.0255,-0.4872,-0.4964,1366,Industrials,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1.0,OksenOeyveien 10,,Marine Shipping,22.65,22.8,28.009058000000003,0.021280353999999998,,,22.85,,322180.0,,22.65,22.57059,0.48200000000000004,22.8,,322180.0,,,,4.5,1594598400.0,1.147502,,,22.5,2.0,NOK,,143971.0,,,,3975995904.0,,,458923.0,13.644460999999998,22.5,22.7,,72600.0,143971.0,56.7,33.880596000000004,,11.03,19.8,22.65,False,0.1942,493800.0,22.85,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OCY.OL,finmb_212437935,no_market,,19.79,,-0.13520999,23.49,-0.5497018,,0.67,,175154000.0,,,4.644,,,,1577750400.0,0.13294,-57400000.0,-0.27899999999999997,,,4.8880277,0.63466,1640908800.0,1593475200.0,,,63943066.0,5766696448.0,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,17.0,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,,
OTS,Oceanteam,Energy,2.88,2.88,2.94,8,,98.53,0.0,-0.0069,0.0,-0.4122,-0.6062,1366,Industrials,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1.0,STRANDVEIEN 15,47 55 10 82 49,Marine Shipping,2.88,2.94,3.395,,0.0,,2.94,,4514.0,,2.88,2.879706,,2.94,,4514.0,,,,,,1.334494,,,2.88,4.0,NOK,720.0,12174.0,,,,98528544.0,,,9463.0,6.204959,2.88,2.94,,150100.0,12174.0,8.51005,,,,2.5,2.88,False,,135600.0,2.94,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTS.OL,finmb_27340700,no_market,,9.378,,0.0085,26.576999999999998,-0.6024866,,,,34211300.0,,,1.7519999999999998,,,,1577750400.0,0.12597999,-815000.0,0.004,,,1.6438357,0.047470003,1640908800.0,1577750400.0,,,32036792.0,148908432.0,,1574812800.0,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,12.0,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,,
ODL,Odfjell Drilling,Energy,11.6,11.58,11.64,186,,2746.69,0.0087,0.0284,0.0545,-0.6455,-0.4746,AB12 3LG,Energy,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1.0,Bergen House,44 1224 856 001,Oil & Gas Drilling,11.5,11.6,13.334348,,0.0,,11.8,,846144.0,,11.5,11.36647,,11.6,,846144.0,,,,,1395100800.0,1.9802549999999999,,,11.4,2.0,NOK,60.103626,355460.0,,,,2746682880.0,,,1368596.0,3.3527126000000003,11.4,11.62,,181500.0,355460.0,33.8,82.85715,,,6.12,11.6,False,,820000.0,11.8,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODL.OL,finmb_241631186,no_market,,4.869,,0.06548,12.116,-0.46511626,,0.14,,236783008.0,,,4.426,,,,1577750400.0,0.119320005,45717000.0,0.193,,,2.6208766,0.60887,1640908800.0,1585612800.0,,,92589335.0,3989010944.0,,,,,,1.2890000000000001,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,2581.0,Crawpeel Road Altens,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,,
