ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
KOG,Kongsberg Gruppen,Industrials,138.6,138.4,138.8,254,,24946.12,-0.0029,0.0014000000000000002,0.0312,0.0235,0.33240000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVAER,Kværner,Energy,9.91,9.89,9.91,892,,2660.14,0.0269,0.0421,0.578,-0.0266,-0.0653,1360,Energy,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1.0,Snaroyveien 20,Oil & Gas Equipment & Services,Fornebu,9.65,9.7,7.6611595,0.051813472,0.0,,10.1,,807229.0,,9.65,8.229117,0.5,9.7,,807229.0,,,,,1585094400.0,1.496515,,,9.61,2.0,NOK,1627518.0,,,,2654772736.0,,,1439948.0,0.30730096,9.61,9.91,,280000.0,1627518.0,13.48,14.333333999999999,,,5.5,9.88,False,,721400.0,10.1,OSL,KVAERNER ASA,Kvarner ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.111,,0.0081,4.8069999999999995,-0.14903003,,0.69,,268430000.0,,,12.487,,,,1577750400.0,0.34179002,77000000.0,0.261,,,0.7920236999999999,0.4352,1640908800.0,1593475200.0,,,113808843.0,961347008.0,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,47 21 08 99 99,37.892720000000004,2802.0,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,
LAVO-ME,Lavo.tv,Communication services,0.09,0.09,0.09,45,LP,21.28,-0.0105,-0.044800000000000006,0.0422,0.5633,0.2676,0180,Technology,"LAVO.TV AS provides video streaming service through its application. the company was founded in 2013 and is based in Oslo, Norway.",Oslo,,Norway,[],http://lavo.tv,1.0,Akersgata 73,Software—Application,,0.0948,0.0912,0.057385507999999995,,0.0,,0.094,,1149112.0,,0.0948,0.09477059,,0.0912,,1149112.0,,,,,,1.569888,,,0.091,4.0,NOK,1844425.0,,,,14242405.0,,,5619914.0,-149.45595,0.091,0.0938,,,1844425.0,0.175,,,,0.02,0.091,False,,,0.094,OSL,LAVO.TV AS,Lavo.tv AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,LAVO-ME.OL,finmb_427367965,no_market,,-58.167,,0.0,-0.263,0.31666672,,,,151838000.0,,,-0.498,,,,1546214400.0,,-21206840.0,-0.758,,,,,1609372800.0,1561852800.0,,,36917018.0,5543070.0,,,,,,,,,,,,,,https://logo.clearbit.com/lavo.tv,,,,,,,0611e642-c325-39f0-a54c-5f9a602722ee,
LSG,Lerøy Seafood Group,Consumer staples,54.9,54.88,54.92,1141,,32691.63,0.0148,0.041,-0.0362,-0.0331,0.013500000000000002,5006,Consumer Defensive,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1.0,ThormOehlens gate 51 B,Packaged Foods,,54.1,54.12,55.804173,0.027726433999999998,0.78129995,,55.04,,619499.0,,54.1,54.98,1.5,54.12,,619499.0,,,,1.5,1590624000.0,-0.00813,,,53.74,2.0,NOK,600629.0,,,,32727359488.0,,,930039.0,1.5594964,53.74,54.96,,32900.0,600629.0,64.1,8.951139999999999,,2.97,46.32,54.94,False,0.0277,28100.0,55.04,OSL,LEROY SEAFOOD GROU,Leroy Seafood Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,LSG.OL,finmb_2381904,no_market,,1.778,,0.07277,13.614,,,6.14,,595475968.0,,,28.76,,,,1577750400.0,0.28412,1527104000.0,2.556,,,1.9109874,0.52698004,1640908800.0,1585612800.0,,,281505286.0,37318283264.0,,1495584000.0,10:1,,,-0.7240000000000001,,,,,,,,https://logo.clearbit.com/leroyseafood.com,,21.502348,4371.0,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,
LIFE-ME,Lifecare,Health care,6.95,6.9,6.95,1948,,562.43,0.287,0.23010000000000005,0.2087,1.1061,3.3987,5230,Healthcare,"Lifecare AS engages in the research and development of medical sensors for health monitoring in Norway. It focuses to offer tool to monitor glucose levels under the SENCELL name. The company was founded in 2006 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.lifecare.no,1.0,Statsminister Michelsens veg 38,Medical Devices,Paradis,5.4,5.45,3.742174,,0.0,,7.0,,707462.0,,5.4,5.858823999999999,,5.45,,707462.0,,,,,,1.954263,,,5.4,2.0,NOK,5468862.0,,,,558382528.0,,,1196827.0,269.9173,5.4,6.9,,,5468862.0,8.25,,,,0.58,6.85,False,,,7.0,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,204.187,,0.0,-62.846000000000004,,,,,80925000.0,,,0.19399999999999998,,,,1577750400.0,0.13677,-6554833.0,-0.081,,,35.567009999999996,0.0,1640908800.0,1577750400.0,,,78689852.0,422405856.0,,1549497600.0,1:4,,,,,,,,,,,https://logo.clearbit.com/lifecare.no,,,,,,,315723f9-d1ce-390a-b3a5-2de10a5253b8,
LSTSB-ME,Lillestrøm Sparebank,Equity certificates,123.0,121.0,123.0,2,LP,123.0,0.0,,0.0165,0.0794,0.1775,2000,Financial Services,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",Lillestrom,47 63 80 42 00,Norway,[],http://www.lillestrombanken.no,1.0,Torvet 5,Banks—Regional,,123.0,123.0,123.63768,0.06829268,0.5877,,123.0,,172.0,,123.0,123.17647,8.4,123.0,,172.0,,,,6.4,1584662400.0,0.563685,,,123.0,2.0,NOK,43.0,,,,123000000.0,,,91.0,0.65392834,123.0,123.0,,,43.0,145.0,,,,105.0,121.0,False,0.051999997,,123.0,OSL,LILLESTROM SPAREBA,Lillestrom Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.414000000000001,,0.4942,,0.118181825,,,,1000000.0,,,1055.512,,,,1577750400.0,0.04389,92957000.0,92.95700000000001,,,0.116531126,0.0,1640908800.0,1585612800.0,,,524910.0,2523130880.0,,,,,,-0.11,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,,1.3231925,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450,
MGN,Magnora,Energy,10.3,10.3,10.35,72,,540.86,0.0198,0.03,0.15789999999999998,0.5186999999999999,0.6481999999999999,0277,Energy,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1.0,Karenlyst Alle 2,Oil & Gas Equipment & Services,,10.1,10.1,8.486884,,4.5376997,,10.45,,109623.0,,10.1,9.516471000000001,,10.1,,109623.0,,,,0.33,1595203200.0,0.6788609999999999,,,10.0,2.0,NOK,617007.0,,,,548734720.0,,,247814.0,14.711387,10.0,10.4,,0.0,617007.0,12.4,,,,5.5,10.3,False,0.033,0.0,10.45,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MGN.OL,finmb_13575280,no_market,,12.572000000000001,,0.3941,,0.578125,,,,52510500.0,,,1.821,,,,1577750400.0,0.31301999999999996,14700000.0,0.275,,,5.738605000000001,0.44072,1640908800.0,1585612800.0,,,20231732.0,468951296.0,,1322697600.0,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,38.0,2.0,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
MSEIS,Magseis Fairfield,Energy,1.6,1.59,1.6,117,,426.83,0.0013,0.0,0.0025,-0.7212999999999999,-0.8392000000000001,1366,Energy,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1.0,Strandveien 50,Oil & Gas Equipment & Services,,1.598,1.6,2.0042753,,0.0,,1.62,,1252347.0,,1.598,1.6254706,,1.6,,1252347.0,,,,,,1.9988380000000001,,,1.56,4.0,NOK,701676.0,,,,426827232.0,,,2024577.0,1.0849563,1.56,1.6,,200000.0,701676.0,13.5,3.8095239999999997,,,0.75,1.5919999999999999,False,,13800.0,1.62,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.056,,-0.38740003,15.147,-0.8425616,,0.42,,266767008.0,,,0.746,,,,1577750400.0,0.24370999999999998,-152404992.0,-0.809,,,2.1447722999999996,0.2464,1640908800.0,1585612800.0,,,205525399.0,415247392.0,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,389.0,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
MEDI,Medistim,Health care,224.0,223.0,225.0,81,,4076.99,-0.0088,-0.0303,0.0323,0.1667,0.7364,0579,Healthcare,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1.0,Okernveien 94,Medical Devices,,226.0,226.0,191.83333000000002,0.012168142,0.5435,,226.0,,4173.0,,226.0,219.79411000000002,2.75,226.0,,4173.0,,,,,1556150400.0,0.12485399999999999,,,220.0,2.0,NOK,4786.0,,,,4074291200.0,,,12589.0,10.973516,220.0,225.0,,34000.0,4786.0,240.0,84.84848000000001,,,124.0,223.0,False,,3000.0,226.0,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.915999999999999,,0.20319,37.516,0.71212125,,2.64,,18188800.0,,,14.897,,,,1577750400.0,0.58257,75442000.0,4.14,,,15.036584,0.2159,1640908800.0,1585612800.0,,,12646305.0,4052898816.0,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,,54.106280000000005,112.0,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MELG,Melhus Sparebank,Equity certificates,138.0,138.0,139.0,5,LP,383.0,-0.0072,0.0147,0.0455,0.0512,0.1953,7224,Financial Services,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1.0,Melhusvegen 439,Banks—Regional,,139.0,139.0,132.04346999999999,0.07194245,0.77760005,,139.0,,154.0,,139.0,133.70588999999998,10.0,139.0,,154.0,,,,10.0,1583452800.0,0.151567,,,138.0,2.0,NOK,634.0,,,,383118368.0,,,634.0,1.7615528999999999,138.0,139.0,,39000.0,634.0,150.0,11.794872,,7.18,120.0,138.0,False,0.0719,39000.0,139.0,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,MELG.OL,finmb_8952942,no_market,,8.48,,0.42876998,,0.1300813,,11.7,,2776220.0,,,373.44800000000004,,,,1577750400.0,0.05159,37995000.0,12.767000000000001,,,0.36952937,0.40271,1640908800.0,1585612800.0,,,1704519.0,1844291328.0,,,,,,-0.24600000000000002,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,10.809117,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MRCEL-ME,Mercell Holding,Information technology,7.75,7.75,7.76,71,,2245.89,0.0,-0.0024,,,,0663,Technology,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1.0,Grensesvingen 6,Software—Application,,7.75,7.725,,,0.0,,7.9,,,,7.75,,,7.725,,,,,,,,,,,7.68,2.0,NOK,146843.0,,,,2245888000.0,,,,13.541011,7.68,7.755,,,146843.0,7.9,,,,7.68,7.75,False,,,7.9,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.419,,-0.3549,253.447,,,,,289792000.0,,,0.466,,,,1577750400.0,,-58862548.0,-0.264,,,16.630901,,1640908800.0,,,,93737027.0,1728107776.0,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,187.0,,,,345d8233-c554-328e-9966-89a297fb5c37,
MOWI,Mowi,Consumer staples,170.95,170.85,170.95,2218,,88400.14,0.0021,0.0414,-0.031400000000000004,-0.2422,-0.1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,MPC Container Ships,Industrials,2.27,2.25,2.27,420,LP,811.54,-0.07719999999999999,-0.1893,-0.537,-0.862,-0.8817,0250,Industrials,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1.0,Munkedamsveien 45,Marine Shipping,,2.46,2.41,10.332753,,0.0,,2.46,,421270.0,,2.46,4.43,,2.41,,421270.0,,,,,,0.805787,,,2.14,4.0,NOK,1527745.0,,,,804386240.0,,,438697.0,4.3687677,2.14,2.27,,0.0,1527745.0,24.5,6.617647,,,1.765,2.25,False,,0.0,2.46,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.591,,-0.23218000000000003,19.145,-0.8925764000000002,,0.34,,357504992.0,,,4.427,,,,1577750400.0,0.54237,-42749000.0,-0.503,,,0.5082449,0.20035999999999998,1640908800.0,1585612800.0,,,87504914.0,477026688.0,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,20.0,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
MULTI,Multiconsult,Industrials,67.5,67.5,68.5,6,,1813.75,-0.0074,-0.0217,0.0385,-0.0625,0.1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPA,Napatech,Information technology,7.6,7.6,7.69,74,,631.24,-0.0256,0.0243,0.6204999999999999,0.6274000000000001,4.4874,2860,Technology,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1.0,Tobaksvejen 23 A,Communication Equipment,Soeborg,7.8,7.8,4.431268,,0.0,,7.89,,273924.0,,7.8,5.851618,,7.8,,273924.0,,,,,,0.425087,,,7.59,2.0,NOK,78790.0,,,,638711424.0,,,174316.0,,7.59,7.7,,99400.0,78790.0,8.1,,,,1.1,7.69,False,,30200.0,7.89,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,4.571429,,,,83057400.0,,,0.397,,,,1577750400.0,0.50098,,-0.862,,,19.370276999999998,0.27607,1640908800.0,1585612800.0,,,39394965.0,647847872.0,,1461542400.0,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,,,81.0,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NATTO,NattoPharma,Consumer staples,17.4,17.2,17.4,60,LP,339.87,-0.005699999999999999,-0.005699999999999999,-0.0333,1.32,0.74,0283,Healthcare,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1.0,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,17.5,17.4,11.581522,,0.0,,17.4,,38769.0,,17.5,17.491177,,17.4,,38769.0,,,,,,1.003484,,,16.3,2.0,NOK,43999.0,,,,339870720.0,,,104357.0,1.95328,16.3,17.4,,180100.0,43999.0,22.0,-248.57143,,,5.35,17.2,False,,39300.0,17.4,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NATTO.OL,finmb_35560724,no_market,,1.9980000000000002,,0.11957999999999999,18.153,,,-0.07,,19532800.0,,,6.652,,,,1577750400.0,0.00302,20807000.0,1.092,,,2.6157546000000003,0.64835,1640908800.0,1593475200.0,,,5897926.0,347682816.0,,1320278400.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,15.934066,18.0,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NAVA,Navamedic,Health care,21.5,21.0,21.5,53,,326.09,-0.0138,0.1346,0.0644,0.1634,0.1681,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1.0,Henrik Ibsens gate 90,Drug Manufacturers—General,,21.8,22.3,19.292445999999998,,0.0,,22.3,,8898.0,,21.8,20.033823,,22.3,,8898.0,,,,,1271116800.0,0.347851,,,20.6,2.0,NOK,47392.0,,,,326088352.0,,,16634.0,1.6389238000000002,20.6,21.5,,491200.0,47392.0,25.5,,,,12.3415,21.0,False,,96200.0,22.3,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.1909999999999998,,0.109,-37.736999999999995,0.107453465,,,,15166900.0,,,6.676,,,,1577750400.0,0.13567,-26384224.0,2.386,,,3.2204912,0.6138399999999999,1640908800.0,1585612800.0,,,3819255.0,237015264.0,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,9.010898,24.0,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NKR,Nekkar,Industrials,3.75,3.7,3.75,94,,396.05,0.013500000000000002,0.0417,-0.053,0.8293,0.32520000000000004,5058,Industrials,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1.0,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,3.7,3.79,2.7767391,1.081081,8.6957,,3.88,,119595.0,,3.7,3.7170589999999994,4.0,3.79,,119595.0,,,,4.0,1568937600.0,0.475609,,,3.63,4.0,NOK,332807.0,,,,390768096.0,,,272414.0,1.4656699,3.63,3.74,,,332807.0,7.0,,,,1.505,3.7,False,1.0811,,3.88,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NKR.OL,finmb_884363,no_market,,0.547,,0.73452,4.138,-0.45588237,,,,105613000.0,,,2.059,,,,1577750400.0,0.13253,47717000.0,2.072,,,1.7969887999999998,0.62224,1640908800.0,1577750400.0,,,42370002.0,145871744.0,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,,1.7857143,50.0,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEL,NEL,Industrials,18.07,18.07,18.09,3428,,25323.12,-0.0246,0.0061,-0.08689999999999999,1.0918,1.7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
