ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
NSKOG,0213,Basic Materials,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,,Paper & Paper Products,28,28,32.868332,0.22321428,0.6286,,28.3,,82335,,28,29.905714,6.25,28,,82335,,,,3.25,1587081600,,,,27.85,2,NOK,5.4027886,35496,,,,2301750016,,,142185,0.21622828,27.85,28,,,35496,45.05,,,,25.5,27.9,False,0.1161,,28.3,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.248,,0.040110003,2.373,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.45879102,0.66667,1640908800,1593475200,,,27535200,2639000064,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,2300,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
NAVA,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,,Drug Manufacturers—General,21.4,21.5,19.453623,,0,,21.5,,12863,,21.4,20.036764,,21.5,,12863,,,,,1271116800,0.347851,,,21,2,NOK,9.010898,36908,,,,326088352,,,17146,1.6389238,21,21.4,,491200,36908,25.5,,,,13.55,21.2,False,,96200,21.5,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.167,,0.109,-36.981,0.5043514,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.2204912,0.61384,1640908800,1585612800,,,3819255,232268208,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,24,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NORTH,0252,Financial Services,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1,Tjuvholmen allÃ© 3,,Asset Management,1.72,1.72,1.3252555,0.17441861,,,1.72,,196070,,1.72,1.4361764,0.3,1.72,,196070,,,,0.3,1559088000,1.023228,,,1.645,4,NOK,,100941,,,,196983360,,,134165,223.08421,1.645,1.68,,3094400,100941,1.72,-1.8064516,,,0.9,1.65,False,0.229,1019800,1.72,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-18.262,,0,0.826,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.7460035,0.54482,1640908800,1585612800,,,46214715,-16125260,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,3,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANO,0884,Healthcare,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,KjelsÃ¥sveien 168 B,47 22 58 00 07,Biotechnology,26.78,26.8,19.800652,,0,,27,,275227,,26.78,22.460588,,26.8,,275227,,,,,,0.999419,,,26.2,2,NOK,,110804,,,,1742704512,,,400927,,26.2,26.52,,10000,110804,40,-3.3090453,,,9.57,26.4,False,,100000,27,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.891,,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,,6.0385146,0.14242,1640908800,1585612800,,,51454245,1361984128,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,43,,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHY,0240,Basic Materials,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,47 22 53 27 25,Aluminum,27.97,28,25.564161,0.04469074,0,,28.34,,5056120,,27.97,27.210882,1.25,28,,5056120,,,,,1589241600,0.937862,,,27.92,2,NOK,,2145578,,,,57310527488,,,6583183,0.40323177,27.92,27.99,,410000,2145578,36.41,7.518817,,,19.135,27.97,False,,1100,28.34,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.514,,-0.03373,7.26,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.7577482,0.34263,1640908800,1593475200,,,1339123950,73047531520,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,35000,VÃ¦kerÃ¸,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
NOR,0158,Energy,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,,Oil & Gas E&P,152.5,151.5,158.1051,,0,,153.5,,4023,,152.5,152.94118,,151.5,,4023,,,,,,0.279907,,,151,2,NOK,15.545101,1659,,,,3664856832,,,17695,7.619245,151,152,,50000,1659,255,8.868145,,,105,151,False,,200100,153.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,9.149,,0.43243,20.283,-0.2906977,,17.14,,24110900,,,28.22,,,,1577750400,0.13282,208000000,9.778,,,5.386251,0.026600001,1640908800,1585612800,,,5919351,4400870400,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,29,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
NODL,HM 08,Energy,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,,Oil & Gas Drilling,6.68,6.69,6.5214963,,0,,6.69,,45538,,6.68,6.347059,,6.69,,45538,,,,,,2.667612,,,6.16,2,NOK,,7571,,,,106477800,,,99264,4.603052,6.16,6.59,,0,7571,33.5,-24.444443,,,2.1,6.3,False,,0,6.69,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,3.666,,-0.77883005,,-0.784168,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,,0.42024833,0.39400002,1640908800,1585612800,,,8754259,84797912,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,2,14th Par La Ville Road,,,,93da0603-ff72-38a9-8236-0d8bf6368755,
NRC,1366,Industrials,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,,Railroads,33.95,33.6,30.932846,0.05154639,0,,34.15,,40169,,33.95,32.942646,1.75,33.6,,40169,,,,,1524182400,0.394308,,,33.6,2,NOK,,5305,,,,2475895296,,,66158,0.3919416,33.6,34.2,,33900,5305,62.2,4.9707174,,,18.8,33.95,False,,9700,34.15,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.566,,-0.00602,33.722,-0.41965812,,,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.89203614,0.20921,1640908800,1585612800,,,45703372,3574530304,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,1986,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
NAS,1330,Industrials,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,OksenÃ¸yveien 3,,Airlines,1.251,1.2695,9.776675,,0,,1.3755,,67763311,,1.251,2.3890147,,1.2695,,67763311,,,,,,1.308943,,,1.263,4,NOK,,25817961,,,,4961289728,,,50706331,0.11399525,1.263,1.36,,,25817961,48.17,,,,1.223,1.3585,False,,,1.3755,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.419,,-0.03712,16.665,-0.9619294,,,,3628000000,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.054538567,0.10098,1640908800,1577750400,,,1738635491,61776601088,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,9389,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
NOFI,1364,Financial Services,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1,SnarÃ¸yveien 36,,Banks—Regional,74.9,75,65.09905,0.04245661,0,,75.15,,630186,,74.9,70.55147,3.18,75,,630186,,,,,1588204800,1.537746,,,71.4,2,NOK,6.754328,493602,,,,13983405056,,,394731,3.5579834,71.4,71.8,,795000,493602,102.8,6.6728973,,,32.24,71.7,False,,50000,75.15,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOFI.OL,finmb_47733558,no_market,,4.706,,0.50071996,,0.09583032,,10.7,,186695008,,,55.746,,,,1577750400,0.33036998,1967918976,10.571,,,1.2808094,0.32112998,1640908800,1593475200,,,105417332,18494224384,,,,,,0.219,,,,,,,,https://logo.clearbit.com/banknorwegian.no,85,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,
OET,185 47,Industrials,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,30 210 48 18 210,Marine Shipping,66.6,67.2,64.7219,0.0075075077,0,,68.2,,55267,,66.6,57.782352,0.5,67.2,,55267,,,,5.06,1589846400,,,,66.6,2,NOK,,83579,,,,2182135808,,,52954,22.012697,66.6,67.2,,0,83579,118,,,,51,67,False,0.0791,0,68.2,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,OET.OL,finmb_564610479,no_market,,29.57,,-0.0864,67.61,0.024615407,,,,32375900,,,12.406,,,,1577750400,0.24734,-8564631,-0.262,,,5.432855,0.59776,1640908800,1593475200,,,8221540,2931279872,,,,,,,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,,& 2 D. Falireos St N. Faliro,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
NRS,7414,Consumer Defensive,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,47 73 92 43 01,Farm Products,236.6,230,223.47714,0.010456466,0.6852,,237,,13350,,236.6,228.22353,2.474,230,,13350,,,,2.47,1591315200,0.002903,,,226,2,NOK,8.453821,27340,,,,9836988416,,,28621,1.8318366,226,231.2,,131900,27340,254,12.389189,,2.14,170.5,228.2,False,0.0105,42600,237,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,2.011,,0.22389999,26.962,0.16208255,,18.5,,42918800,,,76.735,,,,1577750400,0.14016,265951008,27.112,,,2.986903,0.66208,1640908800,1585612800,,,13882894,10796424192,,1591315200,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,175,PO Box 2608 Sentrum,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,
OBSERV,0255,Healthcare,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,,Medical Devices,14.95,14.15,12.748177,,0,,16.1,,20708,,14.95,14.760294,,14.15,,20708,,,,,,,,,14.15,2,NOK,,90033,,,,298305760,,,22267,1642.861,14.15,15.85,,,90033,20.5,,,,5.902,15.3,False,,,16.1,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1457.23,,0,-18.118,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,16.090147,0.77686,1640908800,1585612800,,,5984410,264599360,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,7,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
NTS,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,,Farm Products,70,69,66.4635,0.014285714,0.4688,,71,,2234,,70,70.10294,1,69,,2234,,,,1,1589414400,0.59069,,,69,2,NOK,21.909233,883,,,,8349040128,,,3707,5.211772,69,70,,8300,883,80,11.058452,,1.26,46,69,False,0.0143,26300,71,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.964,,0.1451,16.399,0.17647064,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8645784,0.93716,1640908800,1585612800,,,33225408,7952291328,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
OTS,1366,Industrials,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,47 55 10 82 49,Marine Shipping,3.09,3.13,3.320438,,0,,3.13,,44968,,3.09,2.8941176,,3.13,,44968,,,,,,1.334494,,,3.09,4,NOK,782.5,1673,,,,107081376,,,12632,6.743584,3.09,3.09,,150100,1673,8.51005,,,,2.5,3.09,False,,135600,3.13,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,9.916,,0.0085,28.103,-0.51499283,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,,1.7865298,0.047470003,1640908800,1577750400,,,32036792,157461248,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,12,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
OKEA,7042,Energy,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,,Oil & Gas E&P,8.8,8.88,10.067299,,0,,8.88,,35563,,8.8,9.138235,,8.88,,35563,,,,,,,,,8.64,2,NOK,,15575,,,,902026432,,,73854,0.3351789,8.64,8.8,,,15575,21,,,,5.7,8.66,False,,,8.88,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.04,,-0.31458,1.879,-0.56650245,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,1.0021638,0.8319,1640908800,1585612800,,,24737990,2797695232,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,207,,,,,c252c57e-328d-3858-89e6-237abaed1554,
ODFB,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,20.6,20.6,21.720438,,0,,20.6,,1589,,20.6,20.620588,,20.6,,1589,,,,,1525824000,0.462253,,,20.6,2,NOK,,250,,,,1634799488,,,3751,1.8280233,20.6,20.6,,,250,32,,,,17.6,20.4,False,,,20.6,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.24,,-0.02856,19.31,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.161449,0.37213,1640908800,1585612800,,,28257135,2897196032,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,PO Box 6101 Postterminalen,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
ODL,AB12 3LG,Energy,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,44 1224 856 001,Oil & Gas Drilling,11.94,11.68,12.776204,,0,,12.04,,743509,,11.94,11.519412,,11.68,,743509,,,,,1395100800,1.980255,,,11.66,2,NOK,60.518135,525569,,,,2765625600,,,1311419,3.3758347,11.66,11.86,,181500,525569,33.8,83.42857,,,6.12,11.78,False,,820000,12.04,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ODL.OL,finmb_241631186,no_market,,4.921,,0.06548,12.245,-0.46021706,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.6389515,0.60887,1640908800,1585612800,,,92589335,4031631872,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,2581,Crawpeel Road Altens,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
