ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
INDUCT-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVAER,1360,Energy,2802,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,SnarÃ¸yveien 20,Oil & Gas Equipment & Services,Fornebu,7.63,7.34,7.516367,0.0655308,0,,7.81,,799148,,7.63,9.332941,0.5,7.34,,799148,,,,,1585094400,1.343373,,,7.34,2,NOK,29.425285,353153,,,,2061542400,,,1506773,0.23863208,7.34,7.71,,280000,353153,13.48,11.130435,,,5.5,7.68,False,,721400,7.81,OSL,KVAERNER ASA,Kværner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.049,,0.0081,2.096,-0.3428079,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.6150396,0.4352,1640908800,1593475200,,,113808843,419118944,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,47 21 08 99 99,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,
KIT,1396,Industrials,1832,"Kitron ASA, an electronics manufacturing services company, together with its subsidiaries, develops, industrializes, and manufactures electronics for the energy/telecoms, defense/aerospace, offshore/marine, medical device, and industry sectors. It manufactures electronics that are embedded in the customers' products; and box-built electronic products. The company's services include development services, such as product development, product management, re-engineering, and value analysis/value engineering; and industrialization services, including prototype manufacturing, evaluation of new products, component engineering and database, test development, design and build of high level assembly lines, and environmental durability testing. Its services also comprise sourcing and logistics services; manufacturing, assembling, and testing of electronic products for the professional market; and maintenance, repair, and refurbishment programs. The company provides its products and services in Norway, Sweden, Lithuania, Germany, Poland, China, the United States, and internationally. Kitron ASA is headquartered in Billingstad, Norway.",Billingstad,47 66 10 00 00,Norway,[],http://www.kitron.com,1,Olav Brunborgs vei 4,Electrical Equipment & Parts,,17,16.5,11.871727,0.023529412,0,,16.86,,489648,,17,15.585294,0.4,16.5,,489648,,,,,1587686400,1.163855,,,16,2,NOK,18.22563,355437,,,,2980290560,,,345873,0.84074664,16,16.64,,1278700,355437,17.3,21.894737,,,6.73,16.6,False,,400000,16.86,OSL,KITRON ASA,Kitron ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KIT.OL,finmb_1163982,no_market,,1.073,,0.04621,10.774,0.78947365,,0.76,,179104000,,,5.106,,,,1577750400,0.35568002,163816000,0.913,,,3.258911,0.12893,1640908800,1593475200,,,164936547,3802635264,,,,,,0.77,,,,,,,,https://logo.clearbit.com/kitron.com,,,,,9a32909f-320e-3f22-85e8-e73abc2485aa,
LSG,5006,Consumer Defensive,4371,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,,55.5,55,55.254284,0.027027028,0.71769994,,56.12,,577806,,55.5,55.056,1.5,55,,577806,,,,1.5,1590624000,-0.009638,,,55,2,NOK,21.70579,352797,,,,33037006848,,,798307,1.5742514,55,55.48,,32900,352797,64.1,9.0358305,,2.94,46.32,55.44,False,0.027,28100,56.12,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.818,,0.07277,13.918,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.9290681,0.52698004,1640908800,1585612800,,,281505286,38151950336,,1495584000,10:1,,,-0.724,,,,,,,,https://logo.clearbit.com/leroyseafood.com,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSEIS,1366,Energy,344,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,Oil & Gas Equipment & Services,,1.39,1.302,1.6217266,,0,,1.384,,2125422,,1.39,1.5279412,,1.302,,2125422,,,,,,1.937349,,,1.3,4,NOK,,1164949,,,,367610464,,,1435132,1.1989435,1.3,1.376,,200000,1164949,11.55,3.2809525,,,0.75,1.352,False,,13800,1.384,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.19,,-0.53818,23.775,-0.8663461,,0.42,,266771008,,,0.736,,,,1577750400,0.24371,-165012000,-0.778,,,1.8722826,0.2464,1640908800,1593475200,,,205525399,364897120,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
MGN,0277,Energy,2,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,,17.5,16.5,9.3380575,,0.5319,,16.9,,675440,,17.5,12.532353,,16.5,,675440,,,,0.33,1595203200,0.984939,,,16.05,2,NOK,35.82251,160199,,,,870309824,,,384403,26.214151,16.05,16.7,,0,160199,20,,,,6.05,16.55,False,0.019199999,0,16.9,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,25.635,,0.73794997,,1.9166667,,,,52586700,,,2.056,,,,1577750400,0.31302,24500000,0.462,,,8.04961,0.44072,1640908800,1593475200,,,22495429,851066944,,1322697600,1:100,,,4.261,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
LSTSB-ME,2000,Financial Services,46,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",LillestrÃ¸m,47 63 80 42 00,Norway,[],http://www.lillestrombanken.no,1,Torvet 5,Banks—Regional,,134,134,123.697845,0.06268656,,,134,,0,,134,126.64706,8.4,134,,0,,,,6.4,1584662400,0.601469,,,134,2,NOK,1.7885746,22,,,,134000000,,,56,0.72247714,134,133,,,22,145,,,,105,126,False,0.0478,,134,OSL,LILLESTROM SPAREBA,Lillestrøm Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.917,,0.40394002,,0.24074078,,,,1000000,,,1068.88,,,,1577750400,0.04389,74920000,74.92,,,0.12536487,0,1640908800,1593475200,,,524910,2581178112,,,,,,-0.362,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450,
MEDI,0579,Healthcare,112,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1,Ãkernveien 94,Medical Devices,,248,248,195.94965,0.011088709,0,,250,,7671,,248,229.91176,2.75,248,,7671,,,,,1556150400,0.095783,,,246,2,NOK,61.633663,5473,,,,4529011200,,,7391,12.581671,246,250,,34000,5473,250,94.31818,,,124,249,False,,3000,250,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,12.267,,0.20441,41.614,0.47619045,,2.64,,18188800,,,15.719,,,,1577750400,0.58257,73582000,4.04,,,15.840702,0.2159,1640908800,1593475200,,,12682525,4415836672,,,,,,-0.084,,,,,,,,https://logo.clearbit.com/medistim.com,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MRCEL-ME,0277,Technology,187,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Askekroken 11,Software—Application,,9.5,9.5,8.38777,,0,,9.8,,103743,,9.5,8.389794,,9.5,,103743,,,,,,,,,9.49,2,NOK,,90651,,,,2756211712,,,502588,16.617878,9.49,9.649,,,90651,10,,,,7.4,9.521,False,,,9.8,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,12.772,,-0.3549,310.676,,,,,289792000,,,0.466,,,,1577750400,,-58862548,-0.264,,,20.40987,,1640908800,,,,93786083,2118325760,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,345d8233-c554-328e-9966-89a297fb5c37,
MELG,7224,Financial Services,51,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,Banks—Regional,,140,139,132.23021,0.071428575,0.8237,,139,,53,,140,138.70589,10,139,,53,,,,10,1583452800,0.128313,,,139,2,NOK,11.431861,133,,,,385894592,,,364,1.8024709,139,140,,,133,150,,,7.17,120,140,False,0.0709,,139,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,6.527,,0.41884997,,0.09375,,,,2776220,,,379.276,,,,1577750400,0.05159,35976000,12.159,,,0.36648774,0.40271,1640908800,1593475200,,,1704519,1397448448,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
NISB-ME,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,,100,100,115.2518,0.0551,0.2293,,102,,347,,100,107.14706,5.51,100,,347,,,,5.51,1583452800,,,,100,2,NOK,5.127942,710,,,,112778000,,,167,1.251337,100,102,,,710,130,,,,100,98,False,0.0551,,102,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,,,0.30091998,,,,,,1127780,,,421.29,,,,1577750400,,27121000,19.501,,,0.23736618,,1640908800,1593475200,,,,,,,,,,0.581,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NAPA,2860,Technology,81,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,Soeborg,12.2,11.5,5.3067265,,0,,11.9,,625091,,12.2,9.084118,,11.5,,625091,,,,,,0.687951,,,11.24,2,NOK,,385531,,,,973559296,,,421144,,11.24,11.78,,99400,385531,13.9,,,,2.1,11.72,False,,30200,11.9,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,2.6201782,,,,83068200,,,0.397,,,,1577750400,0.50098,,-0.862,,,29.52141,0.27607,1640908800,1593475200,,,39399983,1013429632,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,3.82,3.7,3.0146763,1.0471205,7.8431,,3.9,,454809,,3.82,3.7226472,4,3.7,,454809,,,,4,1568937600,0.501807,,,3.65,4,NOK,2.4445891,167006,,,,396048736,,,206990,1.3522236,3.65,3.75,,,167006,7,,,,1.505,3.74,False,1.0256,,3.9,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.561,,0.54097,4.532,-0.40683234,,,,105613000,,,2.069,,,,1577750400,0.13253,59944000,1.534,,,1.8124698,0.62224,1640908800,1593475200,,,42370002,164182368,,,,,,-0.985,,,,,,,,https://logo.clearbit.com/nekkar.com,,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEXT,0164,Technology,33,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,,2.19,2.1,2.35446,,0,,2.23,,1090773,,2.19,2.2346764,,2.1,,1090773,,,,,,2.748192,,,2.075,4,NOK,,555826,,,,165559008,,,750388,2.7155066,2.075,2.17,,110000,555826,6.35,-0.35737705,,,1.07,2.15,False,,12400,2.23,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,1.301,,-2.54588,-0.581,-0.5095185,,-6.1,,75944496,,,1.603,,,,1577750400,0.03532,-155216992,-3.561,,,1.3599501,0.38145,1640908800,1593475200,,,57720849,79318432,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NATTO,0283,Healthcare,18,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,17.9,17.9,13.022302,,0,,18.1,,33014,,17.9,18.135294,,17.9,,33014,,,,,,0.822891,,,17.2,2,NOK,16.575092,25569,,,,353543680,,,68964,2.03186,17.2,18.1,,180100,25569,22,-258.57144,,,5.35,18.1,False,,39300,18.1,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.043,,0.11958,18.561,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.7209864,0.64835,1640908800,1593475200,,,5411950,355495936,,1320278400,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NORBIT,7041,Technology,246,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,Scientific & Technical Instruments,,16.5,16.2,15.605338,0.01818182,0,,16.2,,13323,,16.5,16.460295,0.3,16.2,,13323,,,,0.6,1588636800,,,,15.4,2,NOK,15.355085,42229,,,,908590400,,,34024,1.40312,15.4,16,,,42229,22,,,,12.6,15.9,False,0.0358,,16.2,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.567,,0.09139,8.766,-0.17417413,,,,56786900,,,7.791,,,,1577750400,0.14749,59182000,1.042,,,2.0536516,0.54075,1640908800,1593475200,,,21515427,1014514240,,,,,,19.211,,,,,,,,https://logo.clearbit.com/norbit.com,,,,,4640b786-3211-395e-b406-24cdb3c10b51,
NOM,0250,Basic Materials,7,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,Other Industrial Metals & Mining,Entrance A 5th Floor Munkedamsveien 45,2.06,2,2.0269785,,0,,2.14,,588364,,2.06,2.3113234,,2,,588364,,,,,,1.25,,,1.94,4,NOK,,306970,,,,402883680,,,937350,,1.94,2.07,,8417800,306970,3.8,-11.333333,,,1.25,2.04,False,,27355300,2.14,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.675,0.12605226,,,,197492000,,,0.855,,,,1577750400,0.06196,-89159000,-0.512,,,2.3859649,0.19563,1640908800,1593475200,,,161101938,349775040,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,47 22 94 77 91,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
MPCC,0250,Industrials,20,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,,2.78,2.8,7.864748,,0,,2.98,,2705343,,2.78,2.4608824,,2.8,,2705343,,,,,,,,,2.7,4,NOK,,1141288,,,,1142324480,,,921029,6.512571,2.7,2.9,,0,1141288,24.5,8.529412,,,1.69,2.86,False,,0,2.98,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.976,,-0.30722,30.013,-0.8718894,,0.34,,393904992,,,4.172,,,,1577750400,0.54237,-53887000,-0.27,,,0.6951103,0.20036,1640908800,1593475200,,,78795200,521956992,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,,20.4,19.9,19.665,,0,,20.3,,15510,,20.4,20.516176,,19.9,,15510,,,,,1271116800,0.393975,,,19.8,2,NOK,8.927001,3911,,,,307888064,,,17821,1.5880512,19.8,20.3,,491200,3911,25.5,,,,13.55,20,False,,96200,20.3,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.345,,0.13793999,-28.228,0.30689645,,,,15166900,,,9.607,,,,1577750400,0.13567,-24425224,2.274,,,2.1130424,0.61384,1640908800,1593475200,,,4406038,260737408,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
