ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
LAVO-ME,Lavo.tv,Communication services,0.0,0.0,0.01,36,LP,1.27,0.0909,-0.1111,-0.84,-0.92,-0.92,0180,Technology,"LAVO.TV AS provides video streaming service through its application. the company was founded in 2013 and is based in Oslo, Norway.",Oslo,,Norway,[],http://lavo.tv,1.0,Akersgata 73,Software—Application,,0.0044,0.0034,0.058108695,,0.0,,0.005,,10739826.0,,0.0044,0.023914285,,0.0034,,10739826.0,,,,,,1.435443,,,0.0034,4.0,NOK,6384088.0,,,,1273617.0,,,5806677.0,-13.364993,0.0034,0.005,,,6384088.0,0.175,,,,0.0034,0.0046,False,,,0.005,OSL,LAVO.TV AS,Lavo.tv AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,LAVO-ME.OL,finmb_427367965,no_market,,-84.77799999999999,,0.0,-0.384,,,,,265336992.0,,,-0.498,,,,1546214400.0,,-21206840.0,-0.758,,,,,1609372800.0,1593475200.0,,,37076304.0,8078887.0,,,,,,,,,,,,,,,https://logo.clearbit.com/lavo.tv,1.0,,,,,,,0611e642-c325-39f0-a54c-5f9a602722ee
LSG,Lerøy Seafood Group,Consumer staples,53.52,53.5,53.54,722,,31869.87,0.0245,0.0072,-0.0676,-0.0574,-0.0535,5006,Consumer Defensive,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1.0,ThormOehlens gate 51 B,Packaged Foods,,52.24,52.3,54.78,0.028713628999999997,0.71769994,,53.52,,665188.0,,52.24,54.670283999999995,1.5,52.3,,665188.0,,,,1.5,1590624000.0,0.051724,,,52.2,2.0,NOK,272390.0,,,,31869874176.0,,,631359.0,1.5654934999999999,52.2,53.54,,32900.0,272390.0,64.1,8.716613,,2.92,46.32,53.52,False,0.0287,28100.0,53.52,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,LSG.OL,finmb_2381904,no_market,,1.8,,0.06112000000000001,14.914000000000001,,,6.14,,595475968.0,,,27.844,,,,1577750400.0,0.28412,1244316032.0,2.088,,,1.9221376000000001,0.52698004,1640908800.0,1593475200.0,,,281511241.0,36639592448.0,,1495584000.0,10:1,,,,-0.384,,,,,,,,https://logo.clearbit.com/leroyseafood.com,4371.0,,25.632182999999998,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a
LIFE-ME,Lifecare,Health care,8.45,8.4,8.45,912,,683.82,0.0696,0.5225,0.7979,1.5606,,5230,Healthcare,"Lifecare AS engages in the research and development of medical sensors for health monitoring in Norway. It focuses to offer tool to monitor glucose levels under the SENCELL name. The company was founded in 2006 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.lifecare.no,1.0,Statsminister Michelsens veg 38,Medical Devices,Paradis,7.9,8.1,4.6178985,,0.0,,8.65,,1564391.0,,7.9,5.335143,,8.1,,1564391.0,,,,,,1.500205,,,8.1,2.0,NOK,2113619.0,,,,686800768.0,,,1229958.0,-1466.3168,8.1,8.45,,,2113619.0,8.65,,,,0.58,8.4,False,,,8.65,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,-1342.171,,0.0,,,,,,81278200.0,,,0.19399999999999998,,,,1577750400.0,0.13677,-5957628.0,-0.081,,,43.556698,0.0,1640908800.0,1593475200.0,,,77836093.0,628652672.0,,1549497600.0,1:4,,,,,,,,,,,,https://logo.clearbit.com/lifecare.no,,,,,,,,315723f9-d1ce-390a-b3a5-2de10a5253b8
LSTSB-ME,Lillestrøm Sparebank,Equity certificates,130.0,128.0,134.0,1,LP,130.0,,,-0.0226,0.1408,0.2445,2000,Financial Services,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",LillestrÃ¸m,47 63 80 42 00,Norway,[],http://www.lillestrombanken.no,1.0,Torvet 5,Banks—Regional,,135.0,130.0,123.884056,0.06222222,,,130.0,,126.0,,135.0,135.2,8.4,130.0,,126.0,,,,6.4,1584662400.0,0.595595,,,130.0,2.0,NOK,40.0,,,,130000000.0,,,71.0,0.7009107,130.0,134.0,,,40.0,145.0,,,,105.0,128.0,False,0.0471,,130.0,OSL,LILLESTROM SPAREBA,Lillestrøm Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.922,,0.40394002,,,,,,1000000.0,,,1068.88,,,,1577750400.0,0.04389,74920000.0,74.92,,,0.12162263,0.0,1640908800.0,1593475200.0,,,524910.0,2582178048.0,,,,,,,-0.36200000000000004,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,46.0,,1.7351842,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450
MGN,Magnora,Energy,24.2,24.2,24.5,542,,1270.75,0.0083,0.1863,0.3988,2.5681,2.6463,0277,Energy,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1.0,Karenlyst Alle 2,Oil & Gas Equipment & Services,,24.0,24.3,11.2499275,,0.5319,,25.5,,269448.0,,24.0,18.551428,,24.3,,269448.0,,,,0.33,1595203200.0,0.93165,,,24.0,2.0,NOK,383397.0,,,,1287142400.0,,,362326.0,38.76935,24.0,24.6,,0.0,383397.0,26.0,,,,6.15,24.2,False,0.0143,0.0,25.5,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MGN.OL,finmb_13575280,no_market,,35.918,,0.73794997,,,,,,52586700.0,,,2.056,,,,1577750400.0,0.31301999999999996,24500000.0,0.462,,,11.770429,0.44072,1640908800.0,1593475200.0,,,23449262.0,1192471808.0,,1322697600.0,1:100,,,,4.261,,,,,,,,https://logo.clearbit.com/magnoraasa.com,2.0,,52.38095,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2
MSEIS,Magseis Fairfield,Energy,1.35,1.35,1.37,348,,360.14,-0.0117,0.0353,0.0015,-0.7648999999999999,-0.8633,1366,Energy,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1.0,Strandveien 50,Oil & Gas Equipment & Services,,1.3659999999999999,1.3419999999999999,1.4508333,,0.0,,1.4,,641632.0,,1.3659999999999999,1.3703428999999998,,1.3419999999999999,,641632.0,,,,,,2.0615759999999996,,,1.34,4.0,NOK,1822777.0,,,,360140864.0,,,1078099.0,1.1745818000000001,1.34,1.374,,200000.0,1822777.0,10.15,3.2142859,,,0.75,1.35,False,,13800.0,1.4,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.169,,-0.53818,23.358,,,0.42,,266771008.0,,,0.736,,,,1577750400.0,0.24370999999999998,-165012000.0,-0.778,,,1.8342391,0.2464,1640908800.0,1593475200.0,,,205525399.0,358494624.0,,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,344.0,,,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9
MEDI,Medistim,Health care,236.0,235.0,236.0,68,,4295.4,0.0129,-0.0042,-0.0484,0.2292,0.475,0579,Healthcare,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1.0,Ãkernveien 94,Medical Devices,,233.0,233.0,208.75361999999998,0.011802576,0.0,,236.0,,5028.0,,233.0,236.45713999999998,2.75,233.0,,5028.0,,,,,1556150400.0,0.195197,,,225.0,2.0,NOK,8912.0,,,,4327602688.0,,,6171.0,12.022153999999999,225.0,236.0,,34000.0,8912.0,255.0,89.393936,,,124.0,235.0,False,,3000.0,236.0,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MEDI.OL,finmb_7885356,no_market,,11.559000000000001,,0.20440999999999998,39.213,,,2.64,,18337300.0,,,15.719000000000001,,,,1577750400.0,0.58257,73582000.0,4.04,,,15.013678,0.2159,1640908800.0,1593475200.0,,,12682525.0,4161024768.0,,,,,,,-0.084,,,,,,,,https://logo.clearbit.com/medistim.com,112.0,,58.41584399999999,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61
MELG,Melhus Sparebank,Equity certificates,141.0,140.0,141.0,0,LP,391.33,,,-0.006999999999999999,0.0741,0.2019,7224,Financial Services,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1.0,Melhusvegen 439,Banks—Regional,,141.0,140.0,132.77536,0.07092199,0.8237,,141.0,,1467.0,,141.0,140.45713999999998,10.0,140.0,,1467.0,,,,10.0,1583452800.0,0.13300399999999998,,,140.0,2.0,NOK,2978.0,,,,391447008.0,,,522.0,1.8284056,140.0,141.0,,39000.0,2978.0,150.0,12.051282,,7.17,120.0,140.0,False,0.0709,39000.0,141.0,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,MELG.OL,finmb_8952942,no_market,,6.54,,0.41884997,,,,11.7,,2776220.0,,,379.276,,,,1577750400.0,0.05159,35976000.0,12.159,,,0.37176093,0.40271,1640908800.0,1593475200.0,,,2647714.0,1400224768.0,,,,,,,-0.10300000000000001,,,,,,,,https://logo.clearbit.com/melhusbanken.no,51.0,,11.596347999999999,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe
MRCEL-ME,Mercell Holding,Information technology,10.85,10.9,11.18,105,,3144.25,-0.0606,-0.1107,0.1128,,,0277,Technology,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1.0,Askekroken 11,Software—Application,,11.55,11.55,9.5475235,,0.0,,11.6,,87393.0,,11.55,10.735657000000002,,11.55,,87393.0,,,,,,,,,10.804,2.0,NOK,124609.0,,,,3144243200.0,,,381871.0,13.584076000000001,10.804,11.15,,,124609.0,14.4,,,,7.4,10.9,False,,,11.6,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,15.673,,-0.47236001,-205.541,,,,,289792000.0,,,0.10300000000000001,,,,1577750400.0,,-109334488.0,-0.49,,,105.33980600000001,,1640908800.0,1593475200.0,,,109541498.0,3627709184.0,,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,275.0,,,,,,,345d8233-c554-328e-9966-89a297fb5c37
MNTR-ME,Mintra Holding,Information technology,8.2,8.17,8.2,111,,1524.65,0.0446,,,,,5059,Industrials,"Mintra Holding AS, through its subsidiaries, provides on-demand digital learning and enterprise human capital management (HCM) software solutions for safety-critical industries worldwide. It delivers services covering human resources (HR), competence management, and training to customers in various business environments. The company offers OCS HR, a suite of software covering HR, crewing, and payroll needs of shipping and offshore companies; OCS HR Self-Service solution that connects employees directly to the HR-system; OCS HR Payroll, which enables payroll processes and handles various currencies and payrolls; OCS HR Crew On Board, a tool that enables personnel on board vessels and installations to manage its crew and crew related data with synchronization to onshore systems; and TRAININGPORTAL, a learning management system, which includes a competence management system. It also provides Publisher, a web based solution where scriptwriters, subject matter experts, reference groups, and media developers could collaborate through an user interface on the development of e-Learning content; Lesson Learned, an application that enables learning from unwanted incidents across companies and industries; and Virtual Classrooms, which are an alternative to face-to-face training. In addition, the company offers payroll outsourcing services; OCS and TRAININGPORTAL consultancy, OCS HR course, competence management, content production, and support services; and online maritime, oil and gas, construction, renewable energy, and International Minimum Industry Safety Training Standard, as well as Standards of Training, Certification and Watchkeeping courses. It serves the energy, maritime, construction, fishing, and wind energy industries. The company is headquartered in Bergen, Norway.",Bergen,47 24 15 55 00,Norway,[],http://www.mintragroup.com,1.0,FjÃ¸sangerveien 50D,Staffing & Employment Services,,7.85,7.85,7.851666499999999,,,,8.2,,5444951.0,,7.85,7.851666499999999,,7.85,,5444951.0,,,,,,,,,7.85,2.0,NOK,646913.0,,,,,,,5444951.0,,7.85,8.2,,,646913.0,8.9,,,,7.33,8.17,False,,,8.2,OSL,MINTRA HOLDING AS,Mintra Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MNTR-ME.OL,finmb_687732996,no_market,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/mintragroup.com,,,,,,,,29fc22ad-e841-3ec0-9a25-befc27f56d1c
MOWI,Mowi,Consumer staples,172.55,172.5,172.6,2807,,89227.52,0.0213,0.0435,-0.019,-0.2351,-0.1725,5035,Consumer Defensive,"Mowi ASA, a seafood company, produces and supplies farmed salmon products worldwide. The company operates through three segments: Feed, Farming, and Sales and Marketing. It is involved in the salmon feed production, salmon farming and primary processing, and seafood secondary processing activities. The company offers whole gutted fish, including Label Rouge and organic salmon; and white fish and other seafood products, as well as fillets, steaks, cutlets, portions, loins, kebabs, and steak combos. It also provides value added products, such as breaded, pre-fried, dusted, marinated, grilled, battered, topped, filled with sauce, delicatessen, fresh fish ready meal, and smoked fish products. The company offers its products under the Pieters, The Irish Organic Salmon Company, Rebel Fish, Sterling, Olav's, Supreme Salmon, Ducktrap River, Kritsen, Donegal Silver, Harbour Salmon, Appeti'Marine, Mowi, Laschinger, and Admiral's brands. The company was formerly known as Marine Harvest ASA and changed its name to Mowi ASA in December 2018. Mowi ASA was founded in 1965 and is headquartered in Bergen, Norway.",Bergen,47 21 56 23 00,Norway,[],http://www.mowi.com,1.0,Sandviksboder 77A/B,Farm Products,,168.95,168.95,175.56885,0.0072151525,3.4717002,,172.6,,1484709.0,,168.95,171.43715,1.219,168.95,,1484709.0,,,,10.4,1582243200.0,0.397783,,,167.55,2.0,NOK,585927.0,,,,89201647616.0,,,1296747.0,,167.55,172.6,,0.0,585927.0,236.3,10.959339,,,145.55,172.55,False,0.062,0.0,172.6,OSL,MOWI ASA,Mowi ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,MOWI.OL,finmb_884283,no_market,,,,0.029810000000000003,,,,15.74,,517111008.0,,,5.5760000000000005,,,,1577750400.0,0.47289002,,0.932,,,30.936153000000004,0.14667,1640908800.0,1593475200.0,,,441266407.0,87365918720.0,,1390262400.0,1:10,,,,-0.629,,,,,,,,https://logo.clearbit.com/mowi.com,15000.0,,185.08585,,,,,e82e3736-c20b-3973-829e-ba59a3914e2d
MPCC,MPC Container Ships,Industrials,2.8,2.78,2.8,152,LP,1102.93,0.0256,0.044800000000000006,0.07690000000000001,-0.8298000000000001,-0.8489,0250,Industrials,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1.0,Munkedamsveien 45,Marine Shipping,,2.73,2.75,5.9240580000000005,,0.0,,2.84,,881240.0,,2.73,2.6402857,,2.75,,881240.0,,,,,,0.547539,,,2.72,4.0,NOK,266521.0,,,,1102934016.0,,,1451012.0,6.2879996,2.72,2.8,,0.0,266521.0,23.3,8.235294,,,1.69,2.78,False,,0.0,2.84,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.928,,-0.30722,29.535,,,0.34,,393904992.0,,,4.234,,,,1577750400.0,0.54237,-53887000.0,-0.607,,,0.6613131,0.20035999999999998,1640908800.0,1593475200.0,,,73393688.0,513651680.0,,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,20.0,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b
MULTI,Multiconsult,Industrials,94.5,94.0,94.5,19,,2543.45,0.0053,0.0,0.0678,0.3125,0.6293,0276,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in the Norway and internationally. It offers multidisciplinary consultancy, design, planning, project supervision, project management, geotechnical site survey, verification and control, analysis and due diligence, environmental and HSE, river basin management, and hydrometry and hydrological field work services to the building and property, industry, oil and gas, renewable energy, rail transport, water and environment, and cities and society sectors. The company was founded in 1908 and is headquartered in Oslo, Norway.",Oslo,47 21 58 50 00,Norway,[],http://www.multiconsultgroup.com,1.0,Nedre SkOeyen vei 2,Engineering & Construction,,94.0,94.0,66.76231999999999,0.015957447,0.0,,94.5,,25947.0,,94.0,87.22856999999999,1.5,94.0,,25947.0,,,,,1556236800.0,1.171798,,,93.0,2.0,NOK,14196.0,,,,2543448576.0,,,16166.0,0.7124130999999999,93.0,94.5,,300000.0,14196.0,97.0,17.729832000000002,,,39.0,94.0,False,,144600.0,94.5,OSL,MULTICONSULT AS,Multiconsult ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MULTI.OL,finmb_23022550,no_market,,0.925,,0.04144,11.064,,,5.33,,26914800.0,,,27.733,,,,1577750400.0,0.30993998,147943008.0,5.4879999999999995,,,3.4074929,0.37431,1640908800.0,1593475200.0,,,18657568.0,3301936640.0,,,,,,,,,,,,,,,https://logo.clearbit.com/multiconsultgroup.com,2931.0,,17.219389000000003,,,,,05537a25-7b1f-3614-92b7-a5ea96bd46e1
NAPA,Napatech,Information technology,14.6,14.54,14.6,328,,1212.64,-0.0331,0.1044,0.3201,2.1263,2.5610000000000004,2860,Technology,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1.0,Tobaksvejen 23 A,Communication Equipment,Soeborg,15.1,15.44,6.823224499999999,,0.0,,15.46,,505776.0,,15.1,12.259428999999999,,15.44,,505776.0,,,,,,0.806034,,,14.32,2.0,NOK,240182.0,,,,1212795776.0,,,517018.0,,14.32,14.6,,99400.0,240182.0,15.46,,,,2.1,14.54,False,,30200.0,15.46,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,,,,,83068200.0,,,0.397,,,,1577750400.0,0.50098,,-0.862,,,36.775818,0.27607,1640908800.0,1593475200.0,,,39399983.0,1254326784.0,,1461542400.0,4:1,,,,,,,,,,,,https://logo.clearbit.com/napatech.com,81.0,,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299
NATTO,NattoPharma,Consumer staples,17.7,17.7,17.8,9,LP,345.73,-0.0167,-0.011200000000000002,0.005699999999999999,1.36,1.1585,0283,Healthcare,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1.0,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,18.0,18.0,14.834782999999998,,0.0,,18.0,,22068.0,,18.0,17.925714000000003,,18.0,,22068.0,,,,,,0.8540639999999999,,,17.6,2.0,NOK,105287.0,,,,345730560.0,,,47291.0,1.9869685000000001,17.6,17.8,,180100.0,105287.0,22.0,-252.85715,,,5.35,17.7,False,,39300.0,18.0,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.0540000000000003,,0.11957999999999999,18.664,,,-0.07,,19532800.0,,,6.652,,,,1577750400.0,0.00302,20807000.0,1.092,,,2.660854,0.64835,1640908800.0,1593475200.0,,,5411950.0,357449216.0,,1320278400.0,1:100,,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,18.0,,16.208792000000003,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275
NAVA,Navamedic,Health care,18.85,18.65,18.9,5,,288.25,0.008,-0.0284,-0.0407,0.02,0.0241,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1.0,Henrik Ibsens gate 90,Drug Manufacturers—General,,18.7,18.9,19.837770000000003,,0.0,,18.9,,6751.0,,18.7,19.595715,,18.9,,6751.0,,,,,1271116800.0,0.328201,,,18.85,2.0,NOK,2611.0,,,,285896064.0,,,14642.0,1.4746190000000001,18.85,18.9,,491200.0,2611.0,25.5,,,,13.55,18.65,False,,96200.0,18.9,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.225,,0.13793999,-25.708000000000002,,,,,15166900.0,,,9.607000000000001,,,,1577750400.0,0.13567,-24425224.0,2.274,,,1.9621109,0.6138399999999999,1640908800.0,1593475200.0,,,4709704.0,237462704.0,,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,24.0,,8.289358,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9
