ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
LSTSB-ME,2000,Financial Services,46,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",LillestrÃ¸m,Norway,[],http://www.lillestrombanken.no,1,Torvet 5,Banks—Regional,134,134,123.51825,0.06268656,,,134,,1,,134,125.67647,8.4,134,,1,,,,6.4,1584662400,0.562384,,,134,2,NOK,5,,,,134000000,,,57,0.72247714,134,134,,,5,145,,,,105,126,False,0.049200002,,134,OSL,LILLESTROM SPAREBA,Lillestrøm Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.917,,0.40394002,,0.24074078,,,,1000000,,,1068.88,,,,1577750400,0.04389,74920000,74.92,,,0.12536487,0,1640908800,1593475200,,,524910,2581178112,,,,,,-0.362,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,47 63 80 42 00,,1.7885746,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,3.75,3.72,2.989854,1.0666667,7.8431,,3.74,,256623,,3.75,3.7097058,4,3.72,,256623,,,,4,1568937600,0.475609,,,3.51,4,NOK,27269,,,,384431328,,,186682,1.3125585,3.51,3.64,,,27269,7,,,,1.505,3.59,False,1.1299,,3.74,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.503,,0.54097,4.065,-0.4212963,,,,105613000,,,2.069,,,,1577750400,0.13253,59944000,1.534,,,1.759304,0.62224,1640908800,1593475200,,,42370002,147284208,,,,,,-0.985,,,,,,,,https://logo.clearbit.com/nekkar.com,,,2.3728814,entrance B,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NORBIT,7041,Technology,246,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,Scientific & Technical Instruments,17.1,17.15,15.604409,0.01754386,0,,17.15,,13992,,17.1,16.238235,0.3,17.15,,13992,,,,0.6,1588636800,,,,17,2,NOK,12000,,,,965377280,,,35730,1.490815,17,17,,,12000,22,,,,12.6,17,False,0.0348,,17.15,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.593,,0.09139,8.913,-0.16217536,,,,56786900,,,7.791,,,,1577750400,0.14749,59182000,1.042,,,2.182005,0.54075,1640908800,1593475200,,,21515427,1031550336,,,,,,19.211,,,,,,,,https://logo.clearbit.com/norbit.com,47 73 98 25 50,,16.31478,,,,,4640b786-3211-395e-b406-24cdb3c10b51,
MPCC,0250,Industrials,20,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,2.21,2.2,8.051314,,0,,2.45,,2226043,,2.21,2.4779413,,2.2,,2226043,,,,,,0.805787,,,2.07,4,NOK,1402833,,,,843711744,,,736925,4.5823517,2.07,2.4,,0,1402833,24.5,6.941176,,,1.69,2.38,False,,0,2.45,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.467,,-0.23218,18.231,-0.896729,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.5330924,0.20036,1640908800,1585612800,,,77646836,454238688,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
NOM,0250,Basic Materials,7,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.nordicmining.com,1,Vika Atrium,Other Industrial Metals & Mining,2.1,2.12,2.0301094,,0,,2.12,,367153,,2.1,2.3464706,,2.12,,367153,,,,,,1.344367,,,2,4,NOK,283557,,,,402883680,,,947619,,2,2.05,,,283557,3.8,,,,1.25,2.04,False,,,2.12,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.803,0.13880384,,,,197492000,,,0.855,,,,1577750400,0.06196,-89159000,-0.512,,,2.3859649,0.19563,1640908800,1593475200,,,161222408,357674720,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,47 22 94 77 90,47 22 94 77 91,,Entrance A 5th Floor Munkedamsveien 45,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
NANO,0884,Healthcare,45,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.nordicnanovector.com,1,KjelsÃ¥sveien 168 B,Biotechnology,22.72,22.72,20.035435,,0,,23.58,,1069088,,22.72,24.425882,,22.72,,1069088,,,,,,,,,22.5,2,NOK,128375,,,,1505844864,,,441462,,22.5,22.74,,10000,128375,40,-2.8592966,,,9.57,22.7,False,,100000,23.58,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.778,,,-7.96,,66161900,,,2.441,,,,1577750400,0.24163,-450112000,-7.171,,,9.324048,0.14242,1640908800,1593475200,,,51569061,1315073536,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,47 22 18 33 01,47 22 58 00 07,,,,,,00442fdb-da3e-3712-821e-59d32a59825e,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDI,0579,Healthcare,112,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.medistim.com,1,Ãkernveien 94,Medical Devices,244,245,194.87592,0.011270491,0,,247,,8564,,244,227,2.75,245,,8564,,,,,1556150400,0.124854,,,242,2,NOK,1678,,,,4419878400,,,7404,12.278498,242,243,,34000,1678,247,92.04545,,,124,242,False,,3000,247,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,12.116,,0.20441,41.1,0.4787879,,2.64,,18188800,,,15.719,,,,1577750400,0.58257,73582000,4.04,,,15.458999,0.2159,1640908800,1593475200,,,12682525,4361233920,,,,,,-0.084,,,,,,,,https://logo.clearbit.com/medistim.com,47 23 05 96 60,,60.148514,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOD,7052,Technology,822,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://www.nordicsemi.com,1,Otto Nielsens veg 12,Semiconductor Equipment & Materials,89.75,91,66.38978,,0,,93.2,,319219,,89.75,91.59118,,91,,319219,,,,,1308268800,1.452961,,,90,2,NOK,132277,,,,16109682688,,,430184,49.72247,90,90.75,,96500,132277,96.2,1133.125,,,31.48,90.55,False,,581300,93.2,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOD.OL,finmb_884166,no_market,,48.705,,0.04478,557.677,1.0509598,,0.08,,177712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,66.11962,0.13182001,1640908800,1593475200,,,171036252,15780019200,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,47 72 89 89 00,,1092.1687,,,,,61ea7640-f972-397d-be57-4173fa2df326,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSKOG,0213,Basic Materials,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,Paper & Paper Products,28.45,28.05,31.933117,0.21968365,0.6286,,28.45,,188358,,28.45,29.087143,6.25,28.05,,188358,,,,6,1598832000,,,,28,2,NOK,31431,,,,2322374912,,,128302,0.2181658,28,28.3,,,31431,45.05,,,,25.5,28.15,False,0.1935,,28.45,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.251,,0.040110003,2.407,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.46290204,0.66667,1640908800,1593475200,,,27535200,2676124928,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,47 22 51 20 20,,5.4512005,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.hydro.com,1,Drammensveien 260,Aluminum,27.89,27.91,25.440657,0.044818934,0,,28.1,,3905884,,27.89,27.440294,1.25,27.91,,3905884,,,,,1589241600,0.937862,,,27.65,2,NOK,916149,,,,57372000256,,,5922086,0.4036643,27.65,28.05,,410000,916149,36.41,7.5268817,,,19.135,28.02,False,,1100,28.1,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.513,,-0.03373,7.244,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.75856096,0.34263,1640908800,1593475200,,,1339123950,72883609600,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,47 22 53 81 00,47 22 53 27 25,,VÃ¦kerÃ¸,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
NORTH,0252,Financial Services,3,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.northenergy.no,1,Tjuvholmen allÃ© 3,Asset Management,1.75,1.75,1.3562409,0.17142858,,,1.75,,205612,,1.75,1.5682353,0.3,1.75,,205612,,,,0.3,1559088000,1.023228,,,1.595,4,NOK,231619,,,,189948240,,,148837,215.11691,1.595,1.62,,3094400,231619,2.08,-1.7419355,,,0.9,1.6,False,0.229,1019800,1.75,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-0.336,,0,0.015,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.71936053,0.54482,1640908800,1585612800,,,46214715,-296295,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,47 22 01 79 50,,,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,
NTS,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,68.5,69,66.69343,0.01459854,0.4688,,70.5,,1583,,68.5,70,1,69,,1583,,,,1,1589414400,0.59069,,,68.5,2,NOK,3465,,,,8349040128,,,2988,5.211772,68.5,70,,8300,3465,80,11.058452,,1.27,46,68.5,False,0.0146,26300,70.5,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.896,,0.1451,16.174,0.10483873,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8645784,0.93716,1640908800,1585612800,,,33225408,7843158016,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,47 74 21 63 00,,21.909233,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
NRS,7414,Consumer Defensive,175,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,Farm Products,221.2,219.2,222.7467,0.01130199,0.38970003,,219.2,,36536,,221.2,224.82353,2.5,219.2,,36536,,,,2.47,1591315200,0.002903,,,219.2,2,NOK,15,,,,9407778816,,,26182,1.7248845,219.2,219.6,,131900,15,254,11.848648,,2.14,170.5,218.6,False,0.0113,42600,219.2,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.878,,0.21806,28.807,0.18478847,,18.5,,42918700,,,72.59,,,,1577750400,0.14016,279300000,27.423,,,3.0196998,0.66208,1640908800,1593475200,,,13147743,10242866176,,1591315200,1:1,,,-0.118,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,47 73 92 43 00,47 73 92 43 01,7.99329,PO Box 2608 Sentrum,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,14,14.5,13.132564,,0,,15,,9848,,14,14.676471,,14.5,,9848,,,,,,,,,14.45,2,NOK,9725,,,,280815520,,,22781,1891.8162,14.45,14.7,,,9725,20.5,,,,5.902,14.4,False,,,15,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,2072.582,,0,-16.926,Infinity,,,,19433600,,,0.304,,,,1577750400,0.11623,-19007960,-1.349,,,47.532894,0.77686,1640908800,1593475200,,,4619751,307647840,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
NPRO,0250,Real Estate,51,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,Norway,[],http://www.norwegianproperty.no,1,StÃ¸perigata 2,Real Estate Services,11.15,11.15,11.692554,0.012556055,0.3443,,11.15,,20331,,11.15,11.470589,0.14,11.15,,20331,,,,0.28,1581379200,0.545876,,,11.15,2,NOK,55,,,,6590797824,,,30372,3.4220135,11.15,11.3,,361700,55,15.15,23.723404,,,9.24,11.2,False,0.025,27100,11.15,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.814,,0.16937,21.694,-0.09716606,,0.47,,591102976,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.6940986,0.80237997,1640908800,1593475200,,,151701018,13124606976,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,47 22 83 40 20,,17.206789,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
OKEA,7042,Energy,207,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://okea.no,1,Ferjemannsveien 10,Oil & Gas E&P,8.02,8.38,9.415329,,0,,8.38,,22910,,8.02,8.74647,,8.38,,22910,,,,,,,,,8.26,2,NOK,1020,,,,846674816,,,69308,0.3146111,8.26,8.26,,,1020,21,,,,5.7,8.04,False,,,8.38,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.013,,-0.31458,1.831,-0.5734042,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,0.9406674,0.8319,1640908800,1585612800,,,24737990,2725943552,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,47 73 52 52 22,,,,,,,c252c57e-328d-3858-89e6-237abaed1554,
NRC,1366,Industrials,1932,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,Railroads,26.7,26.7,29.582481,,0,,26.8,,80363,,26.7,32.20294,,26.7,,80363,,,,,1524182400,0.394308,,,26.3,2,NOK,15891,,,,1954462208,,,60047,0.3041018,26.3,26.8,,,15891,62.2,,,,18.8,26.7,False,,,26.8,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.459,,-0.00871,33.511,-0.5586777,,,,72927696,,,40.95,,,,1577750400,0.34921002,-120000000,-0.928,,,0.6544566,0.20921,1640908800,1593475200,,,41784666,2948999936,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,47 90 40 70 97,,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
OTS,1366,Industrials,12,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,Marine Shipping,3.09,2.99,3.2189782,,0,,3,,9684,,3.09,2.9861765,,2.99,,9684,,,,,,,,,2.99,4,NOK,7113,,,,102633904,,,13316,8.604452,2.99,3,,150100,7113,7.29104,,,,2.5,2.99,False,,135600,3,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,13.036,,-0.24254,89.416,-0.53673446,,,,34211300,,,1.702,,,,1577750400,0.12597999,-2893000,-0.085,,,1.7626321,0.047470003,1640908800,1593475200,,,32036549,155493984,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,47 55 10 82 40,47 55 10 82 49,,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
