ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
LIFE-ME,5230,Healthcare,,"Lifecare AS engages in the research and development of medical sensors for health monitoring in Norway. It focuses to offer tool to monitor glucose levels under the SENCELL name. The company was founded in 2006 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.lifecare.no,1,Statsminister Michelsens veg 38,Medical Devices,6.45,6.55,3.9250724,,0,,6.7,,1701662,,6.45,5.8058825,,6.55,,1701662,,,,,,1.7772,,,6.25,2,NOK,159233,,,,521966240,,,1426847,252.314,6.25,6.45,,,159233,8.25,,,,0.58,6.4,False,,,6.7,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,245.262,,0,-75.488,,,,,80925000,,,0.194,,,,1577750400,0.13677,-6554833,-0.081,,,33.24742,0,1640908800,1577750400,,,78689852,507377120,,1549497600,1:4,,,,,,,,,,,https://logo.clearbit.com/lifecare.no,Paradis,,,,,,315723f9-d1ce-390a-b3a5-2de10a5253b8,
MSEIS,1366,Energy,389,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,Oil & Gas Equipment & Services,1.5,1.5,1.8401884,,0,,1.538,,671061,,1.5,1.5958824,,1.5,,671061,,,,,,1.998838,,,1.5,4,NOK,69719,,,,402818176,,,1685683,1.0239275,1.5,1.524,,200000,69719,13.5,3.5952382,,,0.75,1.51,False,,13800,1.538,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,0.989,,-0.38740003,14.193,-0.84375,,0.42,,266767008,,,0.746,,,,1577750400,0.24371,-152404992,-0.809,,0.15364361,2.0241287,0.2464,1640908800,1585612800,,,205525399,389103872,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
KOA,3601,Consumer Cyclical,11000,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through three segments: Interior, Powertrain & Chassis Products, and Specialty Products. The Interior segment offers comfort and safety related products, such as massage systems, seat support systems, seat climate systems, and light duty cables and actuators for vehicle interiors, as well as panel heaters for electric cars. The Powertrain & Chassis Products segment provides powertrain systems and chassis related products, including gear shifters for automatic and manual transmissions, shift cables and towers, and chassis stabilizers, as well as gear and clutch control systems, such as actuators for heavy and light duty commercial vehicles. The Specialty Products segment offers driver control and fluid handling systems, such as air couplings; fuel transfer systems comprising specialized hoses, tubes, and assemblies; and off-road products consisting of steering columns, displays, and pedals and hand controls, as well as other products and software. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway.",Kongsberg,47 32 77 05 00,Norway,[],http://www.kongsbergautomotive.com,1,Dyrmyrgata 48,Auto Parts,0.18,0.185,1.6531022,,0,,0.1944,,257861286,,0.18,0.17666765,,0.185,,257861286,,,,,1180915200,1.063298,,,0.18,4,NOK,101541088,,,,2031340672,,,135855538,,0.18,0.193,,1027300,101541088,6.47,0.15424,,,0.119,0.1928,False,,760600,0.1944,OSL,KONGSBERG AUTOMOT,Kongsberg Automotive ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOA.OL,finmb_121944,no_market,,,,-0.12196,,-0.9673913,,1.25,,10535999488,,,0.702,,,,1577750400,0.54443,,0.011,,,0.27464387,0.01613,1640908800,1593475200,,,1117411000,262800000,,,,,,,,,,,,,,https://logo.clearbit.com/kongsbergautomotive.com,,17.527273,,,,,728e209e-804e-3a71-a18d-b7775ab62c72,
MGN,0277,Energy,2,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,12.4,12.6,8.671667,,4.5376997,,13,,241550,,12.4,10.343235,,12.6,,241550,,,,0.33,1595203200,0.678861,,,12.2,2,NOK,65958,,,,672134400,,,272448,18.01969,12.2,12.75,,0,65958,13,,,,5.5,12.65,False,0.0278,0,13,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,15.816,,0.3941,,0.9527559,,,,52510500,,,1.821,,,,1577750400,0.31302,14700000,0.275,,,7.029105,0.44072,1640908800,1585612800,,,20231732,589929280,,1322697600,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,46.545456,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
KIT,1396,Industrials,1832,"Kitron ASA, an electronics manufacturing services company, together with its subsidiaries, develops, industrializes, and manufactures electronics for the energy/telecoms, defense/aerospace, offshore/marine, medical device, and industry sectors. It manufactures electronics that are embedded in the customers' products; and box-built electronic products. The company's services include development services, such as product development, product management, re-engineering, and value analysis/value engineering; and industrialization services, including prototype manufacturing, evaluation of new products, component engineering and database, test development, design and build of high level assembly lines, and environmental durability testing. Its services also comprise sourcing and logistics services; manufacturing, assembling, and testing of electronic products for the professional market; and maintenance, repair, and refurbishment programs. The company provides its products and services in Norway, Sweden, Lithuania, Germany, Poland, China, the United States, and internationally. Kitron ASA is headquartered in Billingstad, Norway.",Billingstad,47 66 10 00 00,Norway,[],http://www.kitron.com,1,Olav Brunborgs vei 4,Electrical Equipment & Parts,15.54,15.54,11.368768,0.025740026,0,,15.7,,241910,,15.54,14.281765,0.4,15.54,,241910,,,,,1587686400,1.199767,,,15.4,2,NOK,60739,,,,2758201600,,,333233,0.7780948,15.4,15.48,,1278700,60739,15.72,20.263157,,,6.73,15.42,False,,400000,15.7,OSL,KITRON ASA,Kitron ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KIT.OL,finmb_1163982,no_market,,0.999,,0.04621,10.035,0.68181825,,0.76,,179104000,,,5.106,,,,1577750400,0.35568002,163816000,0.913,,,3.0238934,0.12893,1640908800,1593475200,,,164936547,3541891584,,,,,,0.77,,,,,,,,https://logo.clearbit.com/kitron.com,,16.86747,,,,,9a32909f-320e-3f22-85e8-e73abc2485aa,
KVAER,1360,Energy,2802,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,SnarÃ¸yveien 20,Oil & Gas Equipment & Services,10.3,10.5,7.6288404,0.048543688,0,,10.66,,1185312,,10.3,8.942941,0.5,10.5,,1185312,,,,,1585094400,1.496515,,,10.1,2,NOK,1416818,,,,2748723200,,,1565763,0.3181761,10.1,10.24,,280000,1416818,13.48,14.840579,,,5.5,10.22,False,,721400,10.66,OSL,KVAERNER ASA,Kværner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.131,,0.0081,5.679,-0.053308845,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.8200528,0.4352,1640908800,1593475200,,,113808843,1135826304,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,Fornebu,39.233715,47 21 08 99 99,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,
LSG,5006,Consumer Defensive,4371,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,57.58,57.58,55.54878,0.026050711,0.78129995,,57.74,,519949,,57.58,55.265144,1.5,57.58,,519949,,,,1.5,1590624000,-0.00813,,,56.88,2,NOK,164449,,,,33989769216,,,851878,1.6196517,56.88,57.12,,32900,164449,64.1,9.296417,,2.97,46.32,57.08,False,0.026099999,28100,57.74,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.877,,0.07277,14.37,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.984701,0.52698004,1640908800,1585612800,,,281505286,39390539776,,1495584000,10:1,,,-0.724,,,,,,,,https://logo.clearbit.com/leroyseafood.com,,22.33177,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,
LAVO-ME,0180,Technology,,"LAVO.TV AS provides video streaming service through its application. the company was founded in 2013 and is based in Oslo, Norway.",Oslo,,Norway,[],http://lavo.tv,1,Akersgata 73,Software—Application,0.08,0.085,0.059855074,,0,,0.085,,1813866,,0.08,0.09062059,,0.085,,1813866,,,,,,1.615321,,,0.08,4,NOK,250500,,,,12147040,,,5768810,-127.46776,0.08,0.08,,,250500,0.175,,,,0.02,0.0752,False,,,0.085,OSL,LAVO.TV AS,Lavo.tv AS,Europe/Oslo,CEST,False,7200000,EQUITY,LAVO-ME.OL,finmb_427367965,no_market,,-52.263,,0,-0.237,0.33333337,,,,151838000,,,-0.498,,,,1546214400,,-21206840,-0.758,,,,,1609372800,1561852800,,,36917018,4980438,,,,,,,,,,,,,,https://logo.clearbit.com/lavo.tv,,,,,,,0611e642-c325-39f0-a54c-5f9a602722ee,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTA-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,0250,Industrials,20,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,2.45,2.45,9.311377,,0,,2.5,,487078,,2.45,3.22,,2.45,,487078,,,,,,0.805787,,,2.41,4,NOK,85046,,,,890187456,,,545217,4.8347697,2.41,2.49,,0,85046,24.5,7.3235292,,,1.765,2.42,False,,0,2.5,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.586,,-0.23218,19.109,-0.87990195,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.5624576,0.20036,1640908800,1585612800,,,77648659,476115168,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
MELG,7224,Financial Services,,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,Banks—Regional,139,139,132.04347,0.07194245,0.77760005,,139,,272,,139,135.97058,10,139,,272,,,,10,1583452800,,,,137,2,NOK,148,,,,380342144,,,462,1.7765278,137,139,,39000,148,150,11.709402,,7.18,120,137,False,0.0719,39000,139,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,9.417,,0.41884997,,0.120967746,,11.7,,2776220,,,143.59,,,,1577750400,0.05159,32100000,10.158,,,0.95410544,0.40271,1640908800,1593475200,,,4502301,2016190336,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,13.486907,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MRCEL-ME,0277,Technology,187,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Askekroken 11,Software—Application,7.9,8.2,8.001769,,0,,8.4,,113579,,7.9,8.001769,,8.2,,113579,,,,,,,,,8.1,2,NOK,722223,,,,2390784000,,,673484,14.414624,8.1,8.35,,,722223,8.8,,,,7.4,8.26,False,,,8.4,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.621,,-0.3549,258.352,,,,,289792000,,,0.466,,,,1577750400,,-58862548,-0.264,,,17.703863,,1640908800,,,,93786083,1761555072,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,,,345d8233-c554-328e-9966-89a297fb5c37,
NISB-ME,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,105,105,117.13043,0.052476194,0.2824,,105,,109,,105,110.23529,5.51,105,,109,,,,5.51,1583452800,,,,105,2,NOK,250,,,,118416896,,,138,1.398322,105,130,,,250,130,,,,105,100,False,0.0525,,105,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,10.956,,0.25988,,,,,,1127780,,,421.29,,,,1577750400,,22008000,19.501,,,0.24923448,,1640908800,1585612800,,,,927825984,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,5.3843393,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NAPA,2860,Technology,81,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,10.52,10.6,4.628949,,0,,10.9,,689120,,10.52,6.622353,,10.6,,689120,,,,,,0.425087,,,9.82,2,NOK,361776,,,,829743424,,,235628,,9.82,9.99,,99400,361776,10.9,,,,1.1,9.91,False,,30200,10.9,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,7.218751,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,25.163727,0.27607,1640908800,1593475200,,,39399983,873875328,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,Soeborg,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,3.9,3.81,2.8692753,1.025641,8.6957,,3.84,,179591,,3.9,3.7064705,4,3.81,,179591,,,,4,1568937600,0.475609,,,3.8,4,NOK,26433,,,,405553920,,,247204,1.5211276,3.8,3.84,,,26433,7,,,,1.505,3.77,False,1.0204,,3.84,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.626,,0.73452,4.737,-0.40548778,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.864983,0.62224,1640908800,1577750400,,,42370002,166994432,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,entrance B,1.8532817,,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,21.4,21.5,19.446404,,0,,21.5,,13719,,21.4,20.036764,,21.5,,13719,,,,,1271116800,0.347851,,,21,2,NOK,36119,,,,320021600,,,17146,1.6084322,21,21.4,,491200,36119,25.5,,,,13.55,21.1,False,,96200,21.5,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.167,,0.109,-36.981,0.5043514,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.1605752,0.61384,1640908800,1585612800,,,3819255,232268208,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,8.843253,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NEXT,0164,Technology,65,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,2.12,2.16,2.5009346,,0,,2.3,,730570,,2.12,2.1737354,,2.16,,730570,,,,,,2.897793,,,2.05,4,NOK,664646,,,,170495392,,,642938,2.202157,2.05,2.275,,110000,664646,6.35,-0.36803278,,,1.07,2.245,False,,12400,2.3,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.516,,-2.03711,-0.27,-0.47000003,,-6.1,,75944496,,,2.402,,,,1577750400,0.03532,-157716992,-3.529,,,0.9346378,0.38145,1640908800,1585612800,,,32628954,39916820,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NANO,0884,Healthcare,43,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,KjelsÃ¥sveien 168 B,Biotechnology,26.78,26.8,19.83849,,0,,27,,365737,,26.78,22.460588,,26.8,,365737,,,,,,0.999419,,,26.2,2,NOK,34529,,,,1746674176,,,400927,,26.2,26.38,,10000,34529,40,-3.316583,,,9.57,26.3,False,,100000,27,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.953,,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,,6.0522695,0.14242,1640908800,1585612800,,,51454245,1391087232,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,,,47 22 58 00 07,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,Aluminum,27.97,28,25.591522,0.04469074,0,,28.34,,4760395,,27.97,27.210882,1.25,28,,4760395,,,,,1589241600,0.937862,,,27.92,2,NOK,594176,,,,57310527488,,,6583183,0.40323177,27.92,27.97,,410000,594176,36.41,7.518817,,,19.135,27.97,False,,1100,28.34,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.514,,-0.03373,7.26,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.7577482,0.34263,1640908800,1593475200,,,1339123950,73047531520,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,VÃ¦kerÃ¸,,47 22 53 27 25,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
