ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
LSG,5006,Consumer Defensive,4371,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,,53.64,53.76,54.82044,0.027964206,0.71769994,,54.88,,422043,,53.64,55.82294,1.5,53.76,,422043,,,,1.5,1590624000,-0.009638,,,53.54,2,NOK,363276,,,,32155701248,,,663176,1.5795337,53.54,54.12,,32900,363276,64.1,8.794788,,2.94,46.32,54.04,False,0.027999999,28100,54.88,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.895,,0.06112,15.704,,,6.14,,595475968,,,27.844,,,,1577750400,0.28412,1244316032,2.088,,,1.9393766,0.52698004,1640908800,1593475200,,,281505286,38580846592,,1495584000,10:1,,,-0.384,,,,,,,,https://logo.clearbit.com/leroyseafood.com,,25.862068,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,
KVAER,1360,Energy,2802,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,SnarÃ¸yveien 20,Oil & Gas Equipment & Services,Fornebu,7.22,7.23,7.3397446,0.06925208,0,,7.63,,746824,,7.22,8.504286,0.5,7.23,,746824,,,,,1585094400,1.343373,,,7.01,2,NOK,3825787,,,,1881694336,,,1293416,0.21781392,7.01,7.17,,280000,3825787,13.48,10.159421,,,5.5,7.11,False,,721400,7.63,OSL,KVAERNER ASA,Kværner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.03,,0.0081,1.277,,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.56138384,0.4352,1640908800,1593475200,,,113808843,255376800,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,47 21 08 99 99,26.858238,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,
JIN,,Industrials,466,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities worldwide. The company provides ship management and shipping agent services. It is also involved in property investment and money lending activities. As of December 31, 2019, it owned a fleet of eighteen vessels. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited is a subsidiary of Jinhui Holdings Company Limited.",Hong Kong,852 2545 0951,Hong Kong,[],http://www.jinhuiship.com/jst,1,Yardley Commercial Building,Marine Shipping,26th Floor 1-6 Connaught Road West,3.42,3.34,3.6688602,0.006725146,0,,3.45,,17607,,3.42,3.4879413,0.023,3.34,,17607,,,,,1557964800,0.574698,,,3.34,4,NOK,46904,,,,376943552,,,46649,6.967533,3.34,3.38,,756300,46904,8.3,16.428572,,,2.6,3.35,False,,100000,3.45,OSL,JINHUI SHIPPING,Jinhui Shipping and Transportation Limited,Europe/Oslo,CEST,False,7200000,EQUITY,JIN.OL,finmb_880016,no_market,,7.96,,-0.3693,372.862,,,0.21,,109259000,,,2.094,,,,1577750400,0.00402,-19979000,-0.183,,,1.6475644,0.50099,1640908800,1593475200,,,41663713,430655136,,,,,,,,,,,,,,https://logo.clearbit.com/jinhuiship.com,852 2541 9794,,,,,a4afe6c5-e40a-33e9-82c1-a4f9acff8b8d,
KOMP,1366,Financial Services,140,"Komplett Bank ASA provides unsecured financing to private individuals in the Norwegian, Sweden, Finland, and German markets. It offers deposit products, consumer loans, credit cards, and point of sale finance products. The company was formerly known as AlfaB Prosjekt ASA and changed its name to Komplett Bank ASA in 2014. Komplett Bank ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 21 00 74 50,Norway,[],http://www.komplettbank.no,1,Vollsveien 2A,Banks—Regional,,6.53,6.5,5.9272995,,0,,6.57,,188163,,6.53,7.0177145,,6.5,,188163,,,,,,1.689759,,,6.46,2,NOK,76037,,,,1221823872,,,337036,1.8636727,6.46,6.55,,0,76037,13.1,2.4904943,,,2.705,6.53,False,,0,6.57,OSL,KOMPLETT BANK ASA,Komplett Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOMP.OL,finmb_250853534,no_market,,-0.016,,0.28691,,,,2.63,,186538000,,,11.646,,,,1577750400,0.33189,185213552,0.973,,,0.5624249,0.24844,1640908800,1593475200,,,85531730,-10216960,,,,,,0.254,,,,,,,,https://logo.clearbit.com/komplettbank.no,,6.7317576,,,,d7d37551-df93-3624-a4cc-c25b4540f9f9,
IOX,0251,Energy,52,"Interoil Exploration and Production ASA, together with its subsidiaries, operates as an upstream oil exploration and production company in Columbia and Norway. The company acquires, explores for, develops, and operates oil and natural gas properties. Its portfolio includes production licenses, such as Puli C and Altair; and exploration license, LLA 47. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 67 51 86 50,Norway,[],http://www.interoil.no,1,RuselÃ¸kkveien 14,Oil & Gas E&P,,1.264,1.274,1.5572795,,0,,1.374,,628814,,1.264,1.8054411,,1.274,,628814,,,,,,2.69759,,,1.26,4,NOK,437456,,,,202677056,,,555755,16.010511,1.26,1.29,,712800,437456,4.28,129,,,0.941,1.25,False,,765000,1.374,OSL,INTEROIL ASA,Interoil Exploration and Production ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IOX.OL,finmb_24067242,no_market,,14.012,,-0.69238997,68.696,,,0.01,,157114000,,,0.05,,,,1577750400,0.03111,-8765000,-0.088,,,25.8,0.38823003,1640908800,1593475200,,,92610672,177371808,,1436140800,1:10,,,,,,,,,,,https://logo.clearbit.com/interoil.no,47 67 51 86 60,,,,,b3ab5037-cbc8-3ee8-867c-47f0893b4b0b,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGN,0277,Energy,2,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,,19.65,19.5,10.236789,,0.5319,,20.2,,219153,,19.65,15.344286,,19.5,,219153,,,,0.33,1595203200,0.984939,,,19.4,2,NOK,99286,,,,1042478912,,,433897,31.399967,19.4,19.8,,0,99286,22,,,,6.15,19.6,False,0.0168,0,20.2,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,29.036,,0.73794997,,,,,,52586700,,,2.056,,,,1577750400,0.31302,24500000,0.462,,,9.533074,0.44072,1640908800,1593475200,,,22495429,963993152,,1322697600,1:100,,,4.261,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,42.424244,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
NATTO,0283,Healthcare,18,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,17.6,17.6,13.888603,,0,,18.2,,26007,,17.6,18.029411,,17.6,,26007,,,,,,0.822891,,,17.6,2,NOK,244269,,,,351590400,,,55623,2.0206344,17.6,18.1,,180100,244269,22,-257.14285,,,5.35,17.9,False,,39300,18.2,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.054,,0.11958,18.663,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.7059531,0.64835,1640908800,1593475200,,,5411950,357449216,,1320278400,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,16.483517,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
MEDI,0579,Healthcare,112,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1,Ãkernveien 94,Medical Devices,,213,216,202.0146,0.012910798,0,,222,,4705,,213,235.51428,2.75,216,,4705,,,,,1556150400,0.095783,,,215,2,NOK,6841,,,,3946969600,,,6843,10.964749,215,217,,34000,6841,255,82.19697,,,124,215,False,,3000,222,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.548,,0.20441,35.782,,,2.64,,18188800,,,15.719,,,,1577750400,0.58257,73582000,4.04,,,13.80495,0.2159,1640908800,1593475200,,,12682525,3797008128,,,,,,-0.084,,,,,,,,https://logo.clearbit.com/medistim.com,,53.71287,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MSEIS,1366,Energy,344,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,Oil & Gas Equipment & Services,,1.448,1.448,1.4484087,,0,,1.546,,1011426,,1.448,1.4291428,,1.448,,1011426,,,,,,1.937349,,,1.43,4,NOK,1780151,,,,390019232,,,1300767,1.2720286,1.43,1.49,,200000,1780151,10.8,3.4809525,,,0.75,1.454,False,,13800,1.546,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.174,,-0.53818,23.462,,,0.42,,266771008,,,0.736,,,,1577750400,0.24371,-165012000,-0.778,,,1.986413,0.2464,1640908800,1593475200,,,205525399,360095264,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
NANO,0884,Healthcare,44,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,KjelsÃ¥sveien 168 B,Biotechnology,,21.06,21.5,19.989563,,0,,21.58,,180703,,21.06,24.77706,,21.5,,180703,,,,,,0.906024,,,21.06,2,NOK,104173,,,,1393369600,,,461356,,21.06,21.38,,10000,104173,34.94,-2.6457286,,,9.57,21.12,False,,100000,21.58,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.537,,,-7.96,,66161900,,,2.445,,,,1577750400,0.24163,-450112000,-7.172,,,8.613497,0.14242,1640908800,1593475200,,,51438925,1200889600,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,47 22 58 00 07,,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NORBIT,7041,Technology,246,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,Scientific & Technical Instruments,,16.7,16.1,15.309618,0.017964073,0,,16.6,,23629,,16.7,16.592648,0.3,16.1,,23629,,,,0.6,1588636800,,,,16,2,NOK,19230,,,,911429696,,,30736,1.4075047,16,16.25,,,19230,21.95,,,,12.6,16.05,False,0.0359,,16.6,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.505,,0.09139,8.423,,,,,56786900,,,7.791,,,,1577750400,0.14749,59182000,1.042,,,2.0600693,0.54075,1640908800,1593475200,,,21515427,974763392,,,,,,19.211,,,,,,,,https://logo.clearbit.com/norbit.com,,15.4030695,,,,4640b786-3211-395e-b406-24cdb3c10b51,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,5,4.72,3.1677942,0.8,7.8431,,4.96,,1207480,,5,3.9020588,4,4.72,,1207480,,,,4,1568937600,0.501807,,,4.72,4,NOK,723127,,,,520672064,,,276173,1.7777233,4.72,4.87,,,723127,5.52,,,,1.505,4.85,False,0.76339996,,4.96,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.986,,0.54097,7.971,,,,,105613000,,,2.069,,,,1577750400,0.13253,59944000,1.534,,,2.3827934,0.62224,1640908800,1593475200,,,42370002,288806240,,,,,,-0.985,,,,,,,,https://logo.clearbit.com/nekkar.com,,3.21382,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEXT,0164,Technology,33,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,,2.375,2.37,2.2716947,,0,,2.485,,372466,,2.375,2.1961176,,2.37,,372466,,,,,,2.748192,,,2.165,4,NOK,418195,,,,186823456,,,933474,3.0642872,2.165,2.41,,110000,418195,5.7,-0.4032787,,,1.07,2.36,False,,12400,2.485,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,1.849,,-2.54588,-0.826,,,-6.1,,75944496,,,1.603,,,,1577750400,0.03532,-155216992,-3.561,,,1.5346226,0.38145,1640908800,1593475200,,,57720849,112734008,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,,18.5,18.95,19.624453,,0,,18.95,,4789,,18.5,20.375,,18.95,,4789,,,,,1271116800,0.393975,,,18.85,2,NOK,974,,,,288820736,,,15301,1.4897041,18.85,18.8,,491200,974,25.5,,,,13.55,18.6,False,,96200,18.95,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.211,,0.13793999,-25.412,,,,,15166900,,,9.607,,,,1577750400,0.13567,-24425224,2.274,,,1.97252,0.61384,1640908800,1593475200,,,4748586,234724496,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,8.333334,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NISB-ME,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,,98,98,113.13971,0.05622449,0.2293,,98,,177,,98,103.55882,5.51,98,,177,,,,5.51,1583452800,,,,98,2,NOK,812,,,,110522440,,,140,1.2263103,98,98,,,812,130,,,,98,95,False,0.0551,,98,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,,,0.30091998,,,,,,1127780,,,421.29,,,,1577750400,,27121000,19.501,,,0.23261885,,1640908800,1593475200,,,,,,,,,,0.581,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,5.0253835,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRCEL-ME,0277,Technology,275,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Askekroken 11,Software—Application,,11.95,11.95,8.79936,,0,,13.25,,207099,,11.95,9.115382,,11.95,,207099,,,,,,,,,11.65,2,NOK,369657,,,,3839744000,,,433773,16.588848,11.65,12.99,,,369657,13.25,,,,7.4,12.802,False,,,13.25,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,16.174,,-0.47236001,-212.109,,,,,289792000,,,0.103,,,,1577750400,,-109334488,-0.49,,,128.64078,,1640908800,1593475200,,,201452031,3743626240,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,,345d8233-c554-328e-9966-89a297fb5c37,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOM,0250,Basic Materials,7,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,Other Industrial Metals & Mining,Entrance A 5th Floor Munkedamsveien 45,2.08,2.12,2.0065074,,0,,2.12,,322074,,2.08,2.240147,,2.12,,322074,,,,,,1.25,,,2.02,4,NOK,245288,,,,402883680,,,496436,,2.02,2.04,,,245288,3.8,,,,1.25,2.02,False,,,2.12,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.931,,,-0.18,,197492000,,,0.855,,,,1577750400,0.06196,-89159000,-0.512,,,2.3859649,0.19563,1640908800,1593475200,,,161222408,365574400,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,47 22 94 77 91,,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
