ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SNI,Stolt-Nielsen,Industrials,82.1,82.0,82.4,13,,4394.3,-0.0108,-0.0226,-0.0386,-0.2798,-0.1938,WC2B 4HN,Industrials,6749.0,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,Marine Shipping,83.0,83.0,92.08261,0.0,,,83.0,,5632.0,,83.0,84.10882600000001,0.0,83.0,,5632.0,,,,,1587600000.0,0.993023,,,82.0,2.0,NOK,1151.0,,,,6467812864.0,,,20139.0,3.2025836,82.0,82.4,,400.0,1151.0,134.6,54.733334,,5.72,69.6,82.0,False,,145400.0,83.0,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.8160000000000003,,-0.00336,19.996,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.0132959999999995,0.61417,1638230400.0,1590883200.0,,,33134761.0,7707587072.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,,4th Floor 71-91 Aldwych,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STB,Storebrand,Financials,49.6,49.58,49.61,1847,,23182.55,-0.019,-0.035,-0.0108,-0.2814,-0.1882,1327,Financial Services,1683.0,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,Financial Conglomerates,50.56,50.7,53.304244999999995,0.06428006,0.0,,50.72,,1662204.0,,50.56,51.67147,3.25,50.7,,1662204.0,,,,,1587600000.0,1.2784879999999998,,,49.44,2.0,NOK,1058354.0,,,,23191891968.0,,,2688157.0,0.36628222,49.44,49.61,,81400.0,1058354.0,74.9,8.735914999999999,,,33.84,49.6,False,,115200.0,50.72,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.804,,0.02922,16.68,-0.15733331,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.67425805,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,50906247168.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,,P.O. Box 500,12.603505,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
STORM,Storm Real Estate,Real estate,3.38,3.22,3.38,7,,29.86,-0.0117,0.0,0.0562,-0.0059,-0.32130000000000003,,Real Estate,5.0,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,Real Estate Services,3.42,3.4,2.6008697,0.12543859,0.0,,3.4,,26002.0,,3.42,3.5,0.429,3.4,,26002.0,,,,,1464307200.0,1.513372,,,3.18,4.0,NOK,7921.0,,,,29860814.0,,,66789.0,10.286192,3.18,3.38,,80000.0,7921.0,6.45,37.555553,,,1.26,3.2,False,,100000.0,3.4,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,17.018,,-0.10815999999999999,91.829,-0.30204082,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,6.3295884000000004,0.47079,1640908800.0,1577750400.0,,,4904419.0,49404204.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STRONG,StrongPoint,Information technology,18.85,18.85,18.9,38,LP,834.57,-0.0026,0.0443,0.508,0.5708,0.7136,2005,Industrials,512.0,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",Ralingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,Business Equipment & Supplies,18.9,19.0,11.888188000000001,0.031746034,0.0,,19.0,,185104.0,,18.9,13.967647,0.6,19.0,,185104.0,,,,,1556496000.0,0.500581,,,18.7,2.0,NOK,19432.0,,,,836487616.0,,,122242.0,0.75769836,18.7,18.9,,406900.0,19432.0,19.2,17.136364,,,8.56,18.85,False,,200000.0,19.0,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.887,,0.018170001,15.824000000000002,0.7181816999999999,,1.1,,44376000.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.7291155,0.31726,1640908800.0,1593475200.0,,,28472734.0,978792192.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,,41.88889,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUBC,Subsea 7,Energy,71.12,71.02,71.1,2397,,21137.98,0.0045000000000000005,0.0577,0.135,-0.3223,-0.2874,2086,Energy,12000.0,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",Oil & Gas Equipment & Services,70.8,72.12,69.56296999999999,,0.0,,73.54,,713547.0,,70.8,65.47823000000001,,72.12,,713547.0,,,,,1556150400.0,1.5930229999999999,,,70.94,2.0,NOK,560820.0,,,,21149536256.0,,,1237256.0,5.960974,70.94,71.08,,128000.0,560820.0,110.1,284.64,,,38.5,71.22,False,,37100.0,73.54,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.013999999999999,,-0.028919999999999998,44.82,-0.2625,,0.25,,297211008.0,,,17.539,,,,1577750400.0,0.61302,-102600000.0,-0.341,,,4.0572443,0.24015999999999998,1640908800.0,1585612800.0,,,223859945.0,21338693632.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,8610c031-034f-3083-a212-b713518bf428,
SUNSB-ME,Sunndal Sparebank,Equity certificates,112.0,110.0,112.0,0,LP,151.44,,,0.037000000000000005,0.0481,,6600,Financial Services,,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",Sunndalsora,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,Banks—Regional,112.0,112.0,110.45652,0.071428575,0.29600000000000004,,112.0,,759.0,,112.0,109.79411999999999,8.0,112.0,,759.0,,,,8.0,1585267200.0,0.155369,,,112.0,2.0,NOK,50.0,,,,151999680.0,,,260.0,1.6194125,112.0,114.0,,,50.0,117.0,,,,106.0,107.0,False,0.0721,,112.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.46,,0.37075,,0.037037015,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.30347288,0.0,1640908800.0,1585612800.0,,,931366.0,418601920.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,16.117428,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
SUSB-ME,Surnadal Sparebank,Equity certificates,107.0,105.0,107.0,0,LP,215.0,,,,,,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,Bardshaugvegen 7,Banks—Regional,107.0,106.0,107.384056,0.06542056,0.2025,,107.0,,281.0,,107.0,106.58823400000001,7.0,106.0,,281.0,,,,7.0,1583280000.0,0.253954,,,106.0,2.0,NOK,0.0,,,,215641376.0,,,481.0,1.3999687,106.0,107.0,,,0.0,117.0,,,,100.0,105.0,False,0.0654,,107.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.9560000000000004,,0.43442002,,-0.023615717999999997,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25402823,0.0,1640908800.0,1585612800.0,,,1899140.0,609317888.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,47 71 66 27 27,,3.2226005,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
TRVX,Targovax,Health care,6.3,6.3,6.33,38,,479.35,-0.0016,-0.0308,-0.1164,-0.2808,0.0129,0283,Healthcare,20.0,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,Biotechnology,6.31,6.43,6.9358697,,0.0,,6.47,,102329.0,,6.31,6.9938235,,6.43,,102329.0,,,,,,2.0639529999999997,,,6.3,2.0,NOK,52428.0,,,,479351296.0,,,405193.0,187.02742,6.3,6.34,,0.0,52428.0,12.0,-2.2105265,,,3.515,6.3,False,,0.0,6.47,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,163.256,,0.0,-3.12,0.048172712,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.1694821000000002,0.122279994,1640908800.0,1585612800.0,,,52861785.0,418426208.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,Team Tankers International,Industrials,3.6,3.42,3.7,0,,729.54,,,0.0909,-0.3333,-0.3793,HM 11,Industrials,88.0,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,Marine Shipping,3.6,3.56,4.762681,,0.0,,3.6,,23894.0,,3.6,3.6070587999999995,,3.56,,23894.0,,,,,,-0.342441,,,3.56,4.0,NOK,6498.0,,,,730731520.0,,,19243.0,2.2711864,3.56,3.6,,,6498.0,7.65,,,,3.0,3.42,False,,,3.6,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.577,,-0.12687999,38.074,-0.37931037,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.172601,0.113129996,1640908800.0,1585612800.0,,,139405841.0,829069376.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,,4th Floor 20 Reid Street,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,Techstep,Information technology,2.8,2.72,2.78,15,,455.82,0.0219,-0.0667,0.037000000000000005,-0.174,-0.3333,0667,Technology,212.0,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,Software—Application,2.74,2.7,2.7039855,,0.0,,2.86,,58341.0,,2.74,2.772353,,2.7,,58341.0,,,,,,0.33557800000000004,,,2.7,4.0,NOK,22571.0,,,,455820384.0,,,35651.0,0.39961985,2.7,2.78,,60000.0,22571.0,4.21,,,,1.95,2.72,False,,72100.0,2.86,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.447,,-0.058130004000000006,28.413,-0.3200993,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,0.9638554,0.75827,1640908800.0,1585612800.0,,,37517372.0,509339968.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,Telenor,Communication services,142.75,142.65,142.75,1236,,199772.63,-0.0159,-0.0487,0.0063,-0.0665,-0.16140000000000002,1360,Communication Services,20000.0,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,Snaroyveien 30,Telecom Services,145.0,143.2,152.36087,0.06,2.1818,,144.35,,1469148.0,,145.0,145.56912,8.7,143.2,,1469148.0,,,,8.6,1602115200.0,0.279069,,,142.4,2.0,NOK,335600.0,,,,203155849216.0,,,1826799.0,1.6649798999999998,142.4,142.8,,301900.0,335600.0,189.65,14.280001,,4.91,130.75,142.65,False,0.059299998,230500.0,144.35,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.8960000000000004,,0.050980000000000004,7.841,-0.18630749,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.2380759999999995,0.53981996,1640908800.0,1593475200.0,,,613954891.0,353325711360.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,,,32.647459999999995,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,TGS-NOPEC Geophysical Company,Energy,138.2,138.1,138.25,635,,16156.59,0.0134,0.0108,-0.0394,-0.4656,-0.3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.34,0.34,0.34,196,,120.61,-0.0412,0.0385,-0.1306,-0.7015,-0.7712,0160,Technology,23.0,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,Electronic Components,0.354,0.354,1.0786935,,0.0,,0.354,,5177704.0,,0.354,0.45813823,,0.354,,5177704.0,,,,,,2.05,,,0.33,4.0,NOK,1637525.0,,,,120609856.0,,,4410786.0,152.6707,0.33,0.3394,,2859200.0,1637525.0,5.8,-6.7879996,,,0.2912,0.3392,False,,1223200.0,0.354,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,56.26,,0.0,-1.121,-0.88639283,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43971083.0,44445340.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
TIETOO,TietoEVRY,Information technology,268.6,266.8,267.6,7,,31804.64,-0.0015,-0.0427,0.0377,-0.0206,,2101,Technology,23789.0,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,Information Technology Services,269.0,270.2,257.84348,,0.0,,270.8,,2077.0,,269.0,262.8294,,270.2,,2077.0,,,,6.79,1600732800.0,0.80872,,,267.8,2.0,NOK,582.0,,,,31776993280.0,,,9080.0,,267.8,267.6,,,582.0,317.0,,,,201.2,266.6,False,0.0252,,270.8,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,inf,,,,118444000.0,,,,,,,1577750400.0,0.38723,,,,,,0.24724000000000002,1640908800.0,1593475200.0,,,54908237.0,31861417984.0,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,,P.O.Box 2,,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
TOM,Tomra Systems,Industrials,371.5,371.4,371.7,762,,54840.79,-0.0003,0.0073,0.0546,0.3312,0.3943,1385,Industrials,4500.0,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1.0,Drengsrudhagen 2,Waste Management,370.7,371.4,317.86905,0.0074183973,0.59650004,,373.3,,190409.0,,370.7,351.9,2.75,371.4,,190409.0,,,,2.75,1588636800.0,0.383139,,,368.5,2.0,NOK,46192.0,,,,54811303936.0,,,335476.0,5.7284265,368.5,371.6,,218400.0,46192.0,384.6,64.7993,,1.46,201.0,371.4,False,0.0074,98700.0,373.3,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TOM.OL,finmb_878841,no_market,,6.023,,0.07117000000000001,35.372,0.39570785,,5.73,,147620000.0,,,38.575,,,,1577750400.0,0.7127100000000001,681000000.0,4.605,,,9.625404,0.0,1640908800.0,1593475200.0,,,108186195.0,57625296896.0,,974851200.0,2:1,,,-0.022000000000000002,,,,,,,,https://logo.clearbit.com/tomra.com,47 66 79 91 11,,80.629745,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,
TOTG,Totens Sparebank,Equity certificates,139.0,137.0,138.0,0,LP,851.31,,,0.0072,0.056,0.1743,2850,Financial Services,,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1.0,Lenagata 30,Banks—Regional,139.0,138.0,135.47826,0.06115108,0.46240002,,139.0,,231.0,,139.0,138.73529,8.5,138.0,,231.0,,,,7.0,1585699200.0,0.201744,,,138.0,2.0,NOK,83.0,,,,851309696.0,,,823.0,2.1033547,138.0,138.0,,57000.0,83.0,149.0,9.341398,,,115.0,137.0,False,0.0504,57000.0,139.0,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.907,,0.45233002,,0.11199999,,14.88,,6124530.0,,,305.61,,,,1577750400.0,0.0932,92504208.0,15.035,,,0.45482808,0.40230998,1640908800.0,1585612800.0,,,3870583.0,4414385152.0,,1335916800.0,340:240,,,-0.292,,,,,,,,https://logo.clearbit.com/totenbanken.no,47 61 14 12 65,,9.245095,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
