ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
NAPA,2860,Technology,81,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,7.25,7.26,4.3155437,,0,,8,,155462,,7.25,5.38,,7.26,,155462,,,,,,0.279651,,,7.26,2,NOK,294594,,,,660306304,,,160357,,7.26,7.97,,99400,294594,8,,,,1.1,7.94,False,,30200,8,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,4,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,20.025188,0.27607,1640908800,1585612800,,,39394965,602166272,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,,Soeborg,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,3.66,3.66,2.722319,1.0928961,8.6957,,3.66,,115294,,3.66,3.7373528,4,3.66,,115294,,,,4,1568937600,0.473837,,,3.5,4,NOK,120665,,,,380206784,,,283829,1.4260571,3.5,3.67,,,120665,7,,,,1.505,3.61,False,1.0929,,3.66,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.531,,0.73452,4.018,-0.4756447,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.7484215,0.62224,1640908800,1577750400,,,42370002,141647216,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,,entrance B,1.7374517,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NSKOG,0213,Basic Materials,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,Paper & Paper Products,28.6,28.5,34.178596,0.21853146,0.6286,,28.5,,73398,,28.6,31.692858,6.25,28.5,,73398,,,,3.25,1587081600,,,,28.3,2,NOK,14414,,,,2338875136,,,156756,0.21971583,28.3,28.35,,,14414,45.05,,,,25.5,28.3,False,0.11359999,,28.5,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.253,,0.040110003,2.418,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.46619087,0.66667,1640908800,1593475200,,,27535200,2688499968,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,,,5.48993,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODL,HM 08,Energy,2,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,Oil & Gas Drilling,6.47,6.47,7.70808,,0,,6.5,,27849,,6.47,6.6891174,,6.47,,27849,,,,,,2.652198,,,6.25,2,NOK,10521,,,,103896520,,,105505,4.4914627,6.25,6.44,,0,10521,41,-23.85185,,,2.1,6.26,False,,0,6.5,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,3.575,,-0.77883005,,-0.83743715,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,,0.4100605,0.39400002,1640908800,1585612800,,,8754259,82700616,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,,14th Par La Ville Road,,,,,93da0603-ff72-38a9-8236-0d8bf6368755,
NANO,0884,Healthcare,43,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,Kjelsasveien 168 B,Biotechnology,20.8,22.24,20.00367,,0,,24,,147342,,20.8,20.714413,,22.24,,147342,,,,,,0.993604,,,22.14,2,NOK,761675,,,,1472763904,,,544803,,22.14,22.36,,10000,761675,40,-2.7964823,,,9.57,22.22,False,,100000,24,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.158,,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,,5.1031637,0.14242,1640908800,1585612800,,,51454245,1016715840,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,47 22 58 00 07,,,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,Aluminum,26.39,26.31,26.004349,0.04736643,0,,26.35,,6410373,,26.39,27.146471,1.25,26.31,,6410373,,,,,1589241600,0.933139,,,25.8,2,NOK,1339835,,,,53028118528,,,7310358,0.37310112,25.8,25.9,,410000,1339835,36.41,6.956989,,,19.135,25.88,False,,1100,26.35,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.491,,-0.03373,6.939,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.701127,0.34263,1640908800,1593475200,,,1339123950,69810110464,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,47 22 53 27 25,Vakero,,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOD,7052,Technology,822,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1,Otto Nielsens veg 12,Semiconductor Equipment & Materials,89.45,89.45,60.753624,,0,,90,,330528,,89.45,78.78088,,89.45,,330528,,,,,1308268800,1.402325,,,88.4,2,NOK,91555,,,,15905312768,,,489767,49.091682,88.4,89.55,,96500,91555,95,1118.75,,,31.48,89.5,False,,581300,90,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOD.OL,finmb_884166,no_market,,48.542,,0.04478,555.805,1.0413053,,0.08,,177712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,65.280815,0.13182001,1640908800,1593475200,,,171036252,15727066112,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,,,1078.3134,,,,61ea7640-f972-397d-be57-4173fa2df326,
ODL,AB12 3LG,Energy,2581,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,Oil & Gas Drilling,11.5,11.5,14.234203,,0,,11.56,,813661,,11.5,11.300589,,11.5,,813661,,,,,1395100800,1.95872,,,11.26,2,NOK,308630,,,,2689854976,,,1482987,3.2833462,11.26,11.36,,181500,308630,33.8,81.14285,,,6.12,11.32,False,,820000,11.56,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ODL.OL,finmb_241631186,no_market,,4.869,,0.06548,12.116,-0.5542636,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.5666513,0.60887,1640908800,1585612800,,,92589335,3989010944,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,44 1224 856 001,Crawpeel Road Altens,58.8601,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
NTS,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,70,71.5,66.097824,0.014285714,0.4688,,71.5,,1333,,70,70.32353,1,71.5,,1333,,,,1,1589414400,0.61248,,,69,2,NOK,1250,,,,8349040128,,,4410,5.211772,69,71,,8300,1250,80,11.058452,,1.26,46,70,False,0.0143,26300,71.5,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.964,,0.1451,16.399,0.12903225,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8645784,0.93716,1640908800,1585612800,,,33225408,7952291328,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,21.909233,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
NOR,0158,Energy,29,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,Oil & Gas E&P,148.5,149.5,166.17319,,0,,151,,4193,,148.5,161.63235,,149.5,,4193,,,,,,0.256395,,,149,2,NOK,989,,,,3616634880,,,19271,7.5189915,149,150,,50000,989,300,8.751459,,,105,149.5,False,,200100,151,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,8.973,,0.43243,19.893,-0.4825784,,17.14,,24110900,,,28.22,,,,1577750400,0.13282,208000000,9.778,,,5.315379,0.026600001,1640908800,1585612800,,,5919351,4316160000,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,,,15.340561,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,15.15,14.55,12.353813,,0,,14.95,,26968,,15.15,14.91022,,14.55,,26968,,,,,,,,,14.55,2,NOK,1239,,,,290532320,,,22280,1600.0502,14.55,14.95,,,1239,20.5,,,,5.902,14.85,False,,,14.95,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1440.33,,0,-17.907,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,15.670859,0.77686,1640908800,1585612800,,,5984410,261530832,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
NRS,7414,Consumer Defensive,175,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,Farm Products,220,225.2,225.06076,0.011245455,0.6852,,225.2,,16651,,220,229.21765,2.474,225.2,,16651,,,,2.47,1591315200,0.052906,,,220,2,NOK,3257,,,,9476470784,,,34256,1.7647012,220,222.4,,131900,3257,254,11.935135,,2.14,170.5,221,False,0.0112,42600,225.2,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.875,,0.22389999,25.141,0.123595476,,18.5,,42918800,,,76.735,,,,1577750400,0.14016,265951008,27.112,,,2.8774354,0.66208,1640908800,1585612800,,,13882894,10067317760,,1591315200,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,47 73 92 43 01,PO Box 2608 Sentrum,8.143995,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,
ODFB,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,19.9,20.6,22.594927,0.00919598,0,,20.6,,2642,,19.9,20.455883,0.183,20.6,,2642,,,,,1525824000,0.468604,,,19.9,2,NOK,5000,,,,1603665408,,,3832,1.7932094,19.9,20.6,,48200,5000,32,,,,17.6,20.2,False,,11100,20.6,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.178,,-0.02856,18.943,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.054021,0.37213,1640908800,1585612800,,,28257135,2842052608,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,,PO Box 6101 Postterminalen,,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
OKEA,7042,Energy,207,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,Oil & Gas E&P,8.88,8.9,11.03029,,0,,8.9,,48100,,8.88,9.565294,,8.9,,48100,,,,,,,,,8.8,2,NOK,1171,,,,902026432,,,83194,0.3351789,8.8,8.8,,,1171,23.495,,,,5.7,8.7,False,,,8.9,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.043,,-0.31458,1.886,-0.6017937,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,1.0021638,0.8319,1640908800,1585612800,,,25118274,2807945472,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,,,,,,,c252c57e-328d-3858-89e6-237abaed1554,
NRC,1366,Industrials,1986,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,Railroads,32.8,32.8,32.774277,,0,,32.95,,48783,,32.8,32.058823,,32.8,,48783,,,,,1524182400,0.377325,,,32.6,2,NOK,2729,,,,2377442816,,,73330,0.3763563,32.6,32.7,,,2729,65.5,,,,18.8,32.6,False,,,32.95,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.553,,-0.00602,32.931,-0.4875,,,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.8565648,0.20921,1640908800,1585612800,,,46721611,3490709760,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
OET,185 47,Industrials,,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,Marine Shipping,58,58,69.16811,0.00862069,0,,58.8,,37400,,58,57.317646,0.5,58,,37400,,,,5.06,1589846400,0.134883,,,58,2,NOK,4355,,,,1877802240,,,76730,18.942677,58,58.6,,0,4355,118,,,,51,58,False,0.0872,0,58.8,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,OET.OL,finmb_564610479,no_market,,26.652,,-0.0864,60.937,-0.13432837,,,,32375900,,,11.711,,,,1577750400,0.24734,-8564631,-0.262,,,4.9526086,0.59776,1640908800,1585612800,,,8221540,2641989120,,,,,,83.534,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,30 210 48 18 210,& 2 D. Falireos St N. Faliro,,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OTS,1366,Industrials,12,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,Marine Shipping,2.89,2.82,3.5161595,,0,,2.82,,10077,,2.89,2.9094117,,2.82,,10077,,,,,,1.343604,,,2.82,4,NOK,170,,,,96475864,,,9925,6.075689,2.82,2.89,,150100,170,8.51005,,,,2.5,2.82,False,,135600,2.82,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,9.399,,0.0085,26.638,-0.61098605,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,,1.609589,0.047470003,1640908800,1577750400,,,32036792,149250544,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,47 55 10 82 49,Lysaker,704.99994,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
